No,Day,Date( SUB),serial,Battalion,Company Name,Test Type,Date ( test),Classification,#200,AVERAGE VALUE,Sampling Location,Zone,ELMENT,layer ,Number of Tests,Performed Test ,Area(m2),sample status,Document Status,NUM. OF PAGES,Done BY,DURATION,Note
414,Monday,01-12-25,36127,36,U-MARK,DPL,30-11-25,,,49.409,Fill,MARINA C,BH-4,LAYER-11,2,,,APPROVED AS NOTED,DONE,2,EIDG,1,
415,Monday,01-12-25,36128,36,U-MARK,DPL,30-11-25,,,49.823,Fill,MARINA C,B-12,LAYER-17,7,,,APPROVED AS NOTED,DONE,2,EIDG,1,
416,Monday,01-12-25,36129,36,NEESR EL-ARABY,DPL,30-11-25,,,45.764,Fill,MARINA C,B-18,LAYER-23,3,,,APPROVED AS NOTED,DONE,2,EIDG,1,
417,Monday,01-12-25,36132,36,EL-THNAA,DPL,30-11-25,,,52.492,Fill,MARINA C,B-25,LAYER-1,4,,,APPROVED AS NOTED,DONE,2,EIDG,1,
418,Monday,01-12-25,36147,36,El-BATAL,PLATE LOAD,27-11-25,,,,Fill,MARINA C,BH-5-6-7,24.5,1,,,APPROVED AS NOTED,DONE,3,BONYAN MISR,4,
419,Monday,01-12-25,36148,36,El-BATAL,PLATE LOAD,27-11-25,,,,Fill,MARINA C,BH-8,24.5,1,,,APPROVED AS NOTED,DONE,3,BONYAN MISR,4,
420,Monday,01-12-25,36114,36,AHMED SAEED,DPL,29-11-25,,,46.063,Fill,MARINA C,B-22,LAYER-2,3,,,APPROVED AS NOTED,DONE,2,EIDG,2,
421,Monday,01-12-25,36150,36,U-MARK,PLATE LOAD,27-11-25,,,,Fill,MARINA C,BH-1-2-3-4,25.8,1,,,APPROVED AS NOTED,DONE,5,CEL,4,
422,Monday,01-12-25,36151,36,U-MARK,PLATE LOAD,27-11-25,,,,Fill,MARINA C,B-12,25.8,1,,,APPROVED AS NOTED,DONE,5,CEL,4,
423,Monday,01-12-25,36143,36,El-BATAL,PLATE LOAD,29-11-25,,,,Fill,MARINA C,B-13,24.8,1,,,REVISE,DONE,3,BONYAN MISR,2,
424,Monday,01-12-25,36152,36,U-MARK,PLATE LOAD,27-11-25,,,,Fill,MARINA C,B-12,25.8,1,,,APPROVED AS NOTED,DONE,5,CEL,4,
425,Monday,01-12-25,36144,36,El-BATAL,PLATE LOAD,29-11-25,,,,Fill,MARINA C,B-15,24.8,1,,,REVISE,DONE,3,BONYAN MISR,2,
426,Monday,01-12-25,36130,36,SAAD SHETA,DPL,30-11-25,,,51.354,Fill,MARINA C,B-20,LAYER-22,7,,,APPROVED AS NOTED,DONE,2,EIDG,1,
427,Monday,01-12-25,36145,36,El-BATAL,PLATE LOAD,29-11-25,,,,Fill,MARINA C,B-13,24.8,1,,,APPROVED,DONE,3,BONYAN MISR,2,
428,Monday,01-12-25,36131,36,AHMED SAEED,DPL,30-11-25,,,52.182,Fill,MARINA C,B-22,LAYER-3,4,,,APPROVED AS NOTED,DONE,2,EIDG,1,
429,Monday,01-12-25,36146,36,El-BATAL,PLATE LOAD,29-11-25,,,,Fill,MARINA C,B-15,24.8,1,,,APPROVED,DONE,3,BONYAN MISR,2,
430,Tuesday,02-12-25,36245,36,U-MARK,DPL,01-12-25,,,44.53,Fill,MARINA C,BH-13,LAYER-7,2,,,APPROVED AS NOTED,DONE,2,EIDG,1,
431,Tuesday,02-12-25,36178,36,AHMED SAEED,SOIL,28-11-25,A-2-4,34.10%,,Bottom of excavation,MARINA C,B-22,,1,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,EIDG,4,
432,Tuesday,02-12-25,36219,36,AHMED SAEED,DPL,30-11-25,,,52.175,Fill,MARINA C,B-22,LAYER-4,4,,,APPROVED AS NOTED,DONE,2,EIDG,2,
433,Tuesday,02-12-25,36218,36,U-MARK,PLATE LOAD,01-12-25,,,,Fill,MARINA C,BH-11-12-13,23,1,,,APPROVED AS NOTED,DONE,5,CEL,1,
434,Tuesday,02-12-25,36217,36,MOKHTAR ELSHENAWY,PLATE LOAD,01-12-25,,,,Fill,MARINA C,BH-10 & 14,26.5,1,,,APPROVED AS NOTED,DONE,5,CEL,1,
435,Tuesday,02-12-25,36216,36,MOKHTAR ELSHENAWY,PLATE LOAD,01-12-25,,,,Fill,MARINA C,BH-10 & 14,26.5,1,,,APPROVED AS NOTED,DONE,5,CEL,1,
436,Tuesday,02-12-25,36215,36,MOKHTAR ELSHENAWY,PLATE LOAD,01-12-25,,,,Fill,MARINA C,BH-8,26.75,1,,,APPROVED AS NOTED,DONE,5,CEL,1,
437,Tuesday,02-12-25,36211,36,AHMED SAEED,PLATE LOAD,01-12-25,,,,Fill,MARINA C,B-22,20.3,1,,,APPROVED AS NOTED,DONE,3,BONYAN MISR,1,
438,Tuesday,02-12-25,36179,36,AHMED SAEED,SOIL,29-11-25,A-2-4,16.10%,,Stockpile,MARINA C,,,1,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,EIDG,3,
439,Tuesday,02-12-25,36175,36,MOKHTAR ELSHENAWY,SOIL,25-11-25,A-2-4,11.40%,,Stockpile,MARINA C,,,1,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,EIDG,7,
440,Tuesday,02-12-25,36182,36,EL-THNAA,SOIL,29-11-25,A-2-4,19.20%,,Stockpile,MARINA C,,,1,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,EIDG,3,
441,Tuesday,02-12-25,36181,36,El-BATAL,SOIL,25-11-25,A-2-4,17.60%,,Stockpile,MARINA C,,,1,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,EIDG,7,
442,Tuesday,02-12-25,36237,36,MOKHTAR ELSHENAWY,DPL,01-12-25,,,49.098,Fill,MARINA C,BH-8,LAYER-19,5,,,APPROVED AS NOTED,DONE,2,EIDG,1,
443,Tuesday,02-12-25,36236,36,El-BATAL,DPL,01-12-25,,,43.35,Fill,MARINA C,B-15,LAYER-13,3,,,APPROVED AS NOTED,DONE,2,EIDG,1,
444,Tuesday,02-12-25,36235,36,SAAD SHETA,DPL,01-12-25,,,46.702,Fill,MARINA C,B-20,LAYER-23,5,,,APPROVED AS NOTED,DONE,2,EIDG,1,
445,Tuesday,02-12-25,36230,36,EL-THNAA,DPL,01-12-25,,,48.48,Fill,MARINA C,B-25,LAYER-2,5,,,APPROVED AS NOTED,DONE,2,EIDG,1,
446,Tuesday,02-12-25,36229,36,EL-THNAA,DPL,01-12-25,,,45.186,Fill,MARINA C,B-22,LAYER-5,3,,,APPROVED AS NOTED,DONE,2,EIDG,1,
447,Tuesday,02-12-25,36249,36,El-BATAL,DPL,01-12-25,,,51.134,Fill,MARINA C,BH-7,LAYER-12,2,,,APPROVED AS NOTED,DONE,2,EIDG,1,
448,Tuesday,02-12-25,36248,36,El-BATAL,DPL,01-12-25,,,62.318,Fill,MARINA C,BH-6,LAYER-11,3,,,APPROVED AS NOTED,DONE,2,EIDG,1,
449,Tuesday,02-12-25,36247,36,El-BATAL,DPL,01-12-25,,,57.45,Fill,MARINA C,BH-5,LAYER-7,2,,,APPROVED AS NOTED,DONE,2,EIDG,1,
450,Tuesday,02-12-25,36246,36,MOKHTAR ELSHENAWY,DPL,01-12-25,,,56.271,Fill,MARINA C,BH-14,LAYER-14,2,,,APPROVED AS NOTED,DONE,2,EIDG,1,
451,Tuesday,02-12-25,36244,36,U-MARK,DPL,01-12-25,,,44.53,Fill,MARINA C,BH-12,LAYER-6,2,,,APPROVED AS NOTED,DONE,2,EIDG,1,
452,Tuesday,02-12-25,36243,36,MOKHTAR ELSHENAWY,DPL,01-12-25,,,55.94,Fill,MARINA C,BH-10,LAYER-22,8,,,APPROVED AS NOTED,DONE,2,EIDG,1,
453,Tuesday,02-12-25,36242,36,U-MARK,DPL,01-12-25,,,42.84,Fill,MARINA C,BH-11,LAYER-5,2,,,APPROVED AS NOTED,DONE,2,EIDG,1,
454,Tuesday,02-12-25,36239,36,MOKHTAR ELSHENAWY,DPL,01-12-25,,,52.42,Fill,MARINA C,BH-9,LAYER-21,6,,,APPROVED AS NOTED,DONE,2,EIDG,1,
455,Tuesday,02-12-25,36238,36,El-BATAL,DPL,01-12-25,,,53.47,Fill,MARINA C,BH-8,LAYER-14,3,,,APPROVED AS NOTED,DONE,2,EIDG,1,
456,Wednesday,03-12-25,36264,36,MOKHTAR ELSHENAWY,DPL,02-12-25,,,46.61,Fill,MARINA C,BH-8,LAYER-20,5,,,APPROVED AS NOTED,DONE,2,EIDG,1,
457,Wednesday,03-12-25,36263,36,MOKHTAR ELSHENAWY,DPL,02-12-25,,,50.44,Fill,MARINA C,BH-14,LAYER-15,4,,,APPROVED AS NOTED,DONE,2,EIDG,1,
458,Wednesday,03-12-25,36266,36,MOKHTAR ELSHENAWY,DPL,02-12-25,,,45.44,Fill,MARINA C,BH-10,LAYER-23,4,,,APPROVED AS NOTED,DONE,2,EIDG,1,
459,Wednesday,03-12-25,36265,36,MOKHTAR ELSHENAWY,DPL,02-12-25,,,47.34,Fill,MARINA C,BH-9,LAYER-22,5,,,APPROVED AS NOTED,DONE,2,EIDG,1,
460,Wednesday,03-12-25,36257,36,El-BATAL,DPL,02-12-25,,,48.634,Fill,MARINA C,B-15,LAYER-15,2,,,APPROVED AS NOTED,DONE,2,EIDG,1,
461,Wednesday,03-12-25,36259,36,NEESR EL-ARABY,DPL,02-12-25,,,49.46,Fill,MARINA C,B-17,LAYER-22,4,,,APPROVED AS NOTED,DONE,2,EIDG,1,
462,Wednesday,03-12-25,36258,36,AHMED SAEED,DPL,02-12-25,,,47.323,Fill,MARINA C,B-22,LAYER-7,2,,,APPROVED AS NOTED,DONE,2,EIDG,1,
463,Wednesday,03-12-25,36261,36,U-MARK,DPL,02-12-25,,,43.278,Fill,MARINA C,B-12,LAYER-18,3,,,APPROVED AS NOTED,DONE,2,EIDG,1,
464,Wednesday,03-12-25,36256,36,AHMED SAEED,DPL,02-12-25,,,53.76,Fill,MARINA C,B-22,LAYER-6,3,,,APPROVED AS NOTED,DONE,2,EIDG,1,
465,Wednesday,03-12-25,36262,36,El-BATAL,DPL,02-12-25,,,46.45,Fill,MARINA C,B-13,LAYER-15,3,,,APPROVED AS NOTED,DONE,2,EIDG,1,
466,Sunday,07-12-25,36383,36,MOKHTAR ELSHENAWY,DPL,06-12-25,,,50.65,Fill,MARINA C,BH-8,LAYER-22,8,,,APPROVED AS NOTED,DONE,2,EIDG,1,
467,Sunday,07-12-25,36381,36,U-MARK,DPL,06-12-25,,,46.53,Fill,MARINA C,BH-13,LAYER-9,2,,,APPROVED AS NOTED,DONE,2,EIDG,1,
468,Sunday,07-12-25,36382,36,MOKHTAR ELSHENAWY,DPL,06-12-25,,,49.61,Fill,MARINA C,BH-9,LAYER-24,4,,,APPROVED AS NOTED,DONE,2,EIDG,1,
469,Sunday,07-12-25,36380,36,U-MARK,DPL,06-12-25,,,42.035,Fill,MARINA C,BH-12,LAYER-8,2,,,APPROVED AS NOTED,DONE,2,EIDG,1,
470,Sunday,07-12-25,36379,36,El-BATAL,DPL,05-12-25,,,47.81,Fill,MARINA C,B-13,LAYER-16,5,,,APPROVED AS NOTED,DONE,2,EIDG,2,
471,Sunday,07-12-25,36378,36,El-BATAL,DPL,05-12-25,,,40.191,Fill,MARINA C,B-15,LAYER-16,2,,,APPROVED AS NOTED,DONE,2,EIDG,2,
472,Sunday,07-12-25,36377,36,AHMED SAEED,DPL,05-12-25,,,42.69,Fill,MARINA C,B-22,LAYER-10,4,,,APPROVED AS NOTED,DONE,2,EIDG,2,
473,Sunday,07-12-25,36376,36,AL-ASIFA,DPL,06-12-25,,,43.77,Fill,MARINA C,B-28,LAYER-3,2,,,APPROVED AS NOTED,DONE,2,EIDG,1,
474,Sunday,07-12-25,36375,36,AL-ASIFA,DPL,06-12-25,,,44.154,Fill,MARINA C,B-28,LAYER-2,2,,,APPROVED AS NOTED,DONE,2,EIDG,1,
475,Sunday,07-12-25,36371,36,U-MARK,DPL,06-12-25,,,42.035,Fill,MARINA C,BH-11,LAYER-7,2,,,APPROVED AS NOTED,DONE,2,EIDG,1,
476,Thursday,04-12-25,36281,36,U-MARK,DPL,03-12-25,,,41.025,Fill,MARINA C,BH-11,LAYER-6,2,,,APPROVED AS NOTED,DONE,2,EIDG,1,
477,Thursday,04-12-25,36282,36,U-MARK,DPL,03-12-25,,,41.708,Fill,MARINA C,BH-12,LAYER-7,2,,,APPROVED AS NOTED,DONE,2,EIDG,1,
478,Thursday,04-12-25,36283,36,U-MARK,DPL,03-12-25,,,51.186,Fill,MARINA C,BH-13,LAYER-8,2,,,APPROVED AS NOTED,DONE,2,EIDG,1,
479,Thursday,04-12-25,36284,36,NEESR EL-ARABY,DPL,03-12-25,,,52.55,Fill,MARINA C,B-18,LAYER-24,3,,,APPROVED AS NOTED,DONE,2,EIDG,1,
480,Thursday,04-12-25,36285,36,SAAD SHETA,DPL,03-12-25,,,43.94,Fill,MARINA C,B-20,LAYER-24,3,,,APPROVED AS NOTED,DONE,2,EIDG,1,
481,Thursday,04-12-25,36286,36,AHMED SAEED,DPL,03-12-25,,,43.38,Fill,MARINA C,B-22,LAYER-8,4,,,APPROVED AS NOTED,DONE,2,EIDG,1,
482,Thursday,04-12-25,36287,36,EL-THNAA,DPL,03-12-25,,,51.094,Fill,MARINA C,B-25,LAYER-3,8,,,APPROVED AS NOTED,DONE,2,EIDG,1,
483,Saturday,06-12-25,36306,36,SAAD SHETA,PLATE LOAD,04-12-25,,,,Fill,MARINA C,B-20,27.35,1,,,APPROVED AS NOTED,DONE,3,BONYAN MISR,2,
484,Saturday,06-12-25,36307,36,SAAD SHETA,PLATE LOAD,04-12-25,,,,Fill,MARINA C,B-20,27.35,1,,,APPROVED AS NOTED,DONE,3,BONYAN MISR,2,
485,Monday,08-12-25,36387,36,MOKHTAR ELSHENAWY,DPL,07-12-25,,,54.178,Fill,MARINA C,BH-14,LAYER-17,2,,,APPROVED AS NOTED,DONE,2,EIDG,1,
486,Monday,08-12-25,36385,36,AL-ASIFA,DPL,07-12-25,,,42.96,Fill,MARINA C,B-28,LAYER-4,2,,,APPROVED AS NOTED,DONE,2,EIDG,1,
487,Monday,08-12-25,36384,36,AL-ASIFA,DPL,07-12-25,,,46.05,Fill,MARINA C,B-28,LAYER-5,2,,,APPROVED AS NOTED,DONE,2,EIDG,1,
488,Monday,08-12-25,36386,36,MOKHTAR ELSHENAWY,DPL,07-12-25,,,58.53,Fill,MARINA C,BH-10,LAYER-25,4,,,APPROVED AS NOTED,DONE,2,EIDG,1,
489,Monday,08-12-25,36388,36,El-BATAL,DPL,07-12-25,,,52.35,Fill,MARINA C,BH-5,LAYER-9,2,,,APPROVED AS NOTED,DONE,2,EIDG,1,
490,Monday,08-12-25,36389,36,El-BATAL,DPL,07-12-25,,,47.54,Fill,MARINA C,BH-6,LAYER-13,3,,,APPROVED AS NOTED,DONE,2,EIDG,1,
491,Monday,08-12-25,36391,36,El-BATAL,DPL,07-12-25,,,54.58,Fill,MARINA C,BH-7,LAYER-14,2,,,APPROVED AS NOTED,DONE,2,EIDG,1,
492,Monday,08-12-25,36390,36,El-BATAL,DPL,07-12-25,,,48.062,Fill,MARINA C,BH-8,LAYER-16,3,,,APPROVED AS NOTED,DONE,2,EIDG,1,
493,Monday,08-12-25,36392,36,El-BATAL,DPL,07-12-25,,,48.17,Fill,MARINA C,BH-15,LAYER-15,2,,,APPROVED AS NOTED,DONE,2,EIDG,1,
494,Saturday,06-12-25,36308,36,NEESR EL-ARABY,PLATE LOAD,03-12-25,,,,Fill,MARINA C,B-18,28.3,1,,,APPROVED AS NOTED,DONE,3,BONYAN MISR,3,
495,Saturday,06-12-25,36309,36,NEESR EL-ARABY,PLATE LOAD,03-12-25,,,,Fill,MARINA C,B-17,28.3,1,,,APPROVED AS NOTED,DONE,3,BONYAN MISR,3,
496,Saturday,06-12-25,36313,36,AL-ASIFA,DPL,05-12-25,,,47.92,Fill,MARINA C,B-28,LAYER-1,4,,,APPROVED AS NOTED,DONE,2,EIDG,1,
497,Saturday,06-12-25,36314,36,AHMED SAEED,DPL,05-12-25,,,49.775,Fill,MARINA C,B-22,LAYER-9,4,,,APPROVED AS NOTED,DONE,2,EIDG,1,
498,Saturday,06-12-25,36315,36,El-BATAL,DPL,04-12-25,,,49.13,Fill,MARINA C,B-15,LAYER-14,2,,,APPROVED AS NOTED,DONE,2,EIDG,2,
499,Saturday,06-12-25,36316,36,U-MARK,DPL,05-12-25,,,46.26,Fill,MARINA C,B-12,LAYER-19,7,,,APPROVED AS NOTED,DONE,2,EIDG,1,
500,Saturday,06-12-25,36317,36,El-BATAL,DPL,04-12-25,,,49.45,Fill,MARINA C,BH-8,LAYER-15,2,,,APPROVED AS NOTED,DONE,2,EIDG,2,
501,Saturday,06-12-25,36318,36,El-BATAL,DPL,04-12-25,,,40.57,Fill,MARINA C,BH-7,LAYER-13,2,,,APPROVED AS NOTED,DONE,2,EIDG,2,
502,Saturday,06-12-25,36319,36,El-BATAL,DPL,04-12-25,,,46.22,Fill,MARINA C,BH-6,LAYER-12,2,,,APPROVED AS NOTED,DONE,2,EIDG,2,
503,Saturday,06-12-25,36320,36,El-BATAL,DPL,04-12-25,,,48.07,Fill,MARINA C,BH-5,LAYER-8,2,,,APPROVED AS NOTED,DONE,2,EIDG,2,
504,Saturday,06-12-25,36321,36,U-MARK,DPL,05-12-25,,,61.83,Fill,MARINA C,BH-3,LAYER-12,2,,,APPROVED AS NOTED,DONE,2,EIDG,1,
505,Saturday,06-12-25,36322,36,U-MARK,DPL,05-12-25,,,54.93,Fill,MARINA C,BH-2,LAYER-12,3,,,APPROVED AS NOTED,DONE,2,EIDG,1,
506,Saturday,06-12-25,36323,36,U-MARK,DPL,05-12-25,,,73.29,Fill,MARINA C,BH-1,LAYER-12,3,,,APPROVED AS NOTED,DONE,2,EIDG,1,
507,Saturday,06-12-25,36324,36,MOKHTAR ELSHENAWY,DPL,05-12-25,,,48.64,Fill,MARINA C,BH-14,LAYER-16,3,,,APPROVED AS NOTED,DONE,2,EIDG,1,
508,Saturday,06-12-25,36325,36,MOKHTAR ELSHENAWY,DPL,05-12-25,,,55.706,Fill,MARINA C,BH-10,LAYER-24,4,,,APPROVED AS NOTED,DONE,2,EIDG,1,
509,Saturday,06-12-25,36338,36,U-MARK,SOIL,30-11-25,A-2-4,21.50%,,Stockpile,MARINA C,,,1,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,EIDG,6,
510,Saturday,06-12-25,36347,36,AL-ASIFA,SOIL,02-12-25,A-2-4,16.00%,,Stockpile,MARINA C,,,1,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,EIDG,4,
511,Saturday,06-12-25,36350,36,El-BATAL,SOIL,30-11-25,A-2-4,14.30%,,Stockpile,MARINA C,,,1,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,EIDG,6,
512,Saturday,06-12-25,36351,36,El-BATAL,SOIL,30-11-25,A-2-4,15.30%,,Stockpile,MARINA C,,,1,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,EIDG,6,
513,Saturday,06-12-25,36348,36,AL-ASIFA,SOIL,02-12-25,A-4,56.30%,,Bottom of excavation,MARINA C,B-28,,1,Sieve analysis,,APPROVED AS NOTED,DONE,2,EIDG,4,
514,Friday,05-12-25,36296,36,EL-THNAA,DPL,04-12-25,,,48.57,Fill,MARINA C,B-25,LAYER-4,7,,,APPROVED AS NOTED,DONE,2,EIDG,1,
515,Friday,05-12-25,36297,36,MOKHTAR ELSHENAWY,DPL,04-12-25,,,45.93,Fill,MARINA C,BH-9,LAYER-23,2,,,APPROVED AS NOTED,DONE,2,EIDG,1,
516,Friday,05-12-25,36298,36,MOKHTAR ELSHENAWY,DPL,04-12-25,,,48.303,Fill,MARINA C,BH-8,LAYER-21,3,,,APPROVED AS NOTED,DONE,2,EIDG,1,
517,Tuesday,09-12-25,36424,36,SAAD SHETA,DPL,09-12-25,,,48.94,Fill,MARINA C,B-20,LAYER-25,4,,,APPROVED AS NOTED,DONE,2,EIDG,0,
518,Tuesday,09-12-25,36419,36,U-MARK,DPL,08-12-25,,,46.209,Fill,MARINA C,BH-1,LAYER-13,5,,,APPROVED AS NOTED,DONE,2,EIDG,1,
519,Tuesday,09-12-25,36416,36,AL-ASIFA,DPL,08-12-25,,,47.036,Fill,MARINA C,B-28,LAYER-6,2,,,APPROVED AS NOTED,DONE,2,EIDG,1,
520,Tuesday,09-12-25,36417,36,AL-ASIFA,DPL,08-12-25,,,52.44,Fill,MARINA C,B-27,LAYER-1,3,,,APPROVED AS NOTED,DONE,2,EIDG,1,
521,Tuesday,09-12-25,36414,36,MOKHTAR ELSHENAWY,DPL,08-12-25,,,53.389,Fill,MARINA C,BH-14,LAYER-29,2,,,APPROVED AS NOTED,DONE,2,EIDG,1,
522,Tuesday,09-12-25,36411,36,U-MARK,DPL,08-12-25,,,48.015,Fill,MARINA C,BH-3,LAYER-13,2,,,APPROVED AS NOTED,DONE,2,EIDG,1,
523,Tuesday,09-12-25,36410,36,U-MARK,DPL,08-12-25,,,47.58,Fill,MARINA C,BH-2,LAYER-13,2,,,APPROVED AS NOTED,DONE,2,EIDG,1,
524,Tuesday,09-12-25,36412,36,MOKHTAR ELSHENAWY,DPL,08-12-25,,,63.65,Fill,MARINA C,BH-8,LAYER-23,5,,,APPROVED AS NOTED,DONE,2,EIDG,1,
525,Tuesday,09-12-25,36413,36,MOKHTAR ELSHENAWY,DPL,08-12-25,,,50.38,Fill,MARINA C,BH-9,LAYER-25,4,,,APPROVED AS NOTED,DONE,2,EIDG,1,
526,Tuesday,09-12-25,36415,36,MOKHTAR ELSHENAWY,DPL,08-12-25,,,61.39,Fill,MARINA C,BH-10,LAYER-26,3,,,APPROVED AS NOTED,DONE,2,EIDG,1,
527,Sunday,14-12-25,36565,36,AL-ASIFA,DPL,13-12-25,,,52.211,Fill,MARINA C,B-27,LAYER-5,11,,,APPROVED AS NOTED,DONE,2,EIDG,1,
528,Saturday,13-12-25,36527,36,U-MARK,DPL,11-12-25,,,46.01,Fill,MARINA C,BH-13,LAYER-10,2,,,APPROVED AS NOTED,DONE,2,EIDG,2,
529,Saturday,13-12-25,36528,36,El-BATAL,DPL,11-12-25,,,52.931,Fill,MARINA C,B-13,LAYER-17,5,,,APPROVED AS NOTED,DONE,2,EIDG,2,
530,Saturday,13-12-25,36529,36,El-BATAL,DPL,11-12-25,,,48.56,Fill,MARINA C,B-15,LAYER-17,4,,,APPROVED AS NOTED,DONE,2,EIDG,2,
531,Saturday,13-12-25,36538,36,U-MARK,DPL,11-12-25,,,49.43,Fill,MARINA C,BH-3,LAYER-14,2,,,APPROVED AS NOTED,DONE,2,EIDG,2,
532,Saturday,13-12-25,36539,36,U-MARK,DPL,11-12-25,,,47.47,Fill,MARINA C,B-11,LAYER-8,2,,,APPROVED AS NOTED,DONE,2,EIDG,2,
533,Saturday,13-12-25,36548,36,U-MARK,DPL,11-12-25,,,46.04,Fill,MARINA C,BH-12,LAYER-9,2,,,APPROVED AS NOTED,DONE,2,EIDG,2,
534,Saturday,13-12-25,36551,36,U-MARK,DPL,11-12-25,,,38.39,Fill,MARINA C,B-11,LAYER-8,2,,,REVISE,DONE,2,EIDG,2,
535,Saturday,13-12-25,36552,36,U-MARK,DPL,11-12-25,,,35.63,Fill,MARINA C,B-12,LAYER-9,2,,,REVISE,DONE,2,EIDG,2,
536,Saturday,13-12-25,36553,36,U-MARK,DPL,11-12-25,,,38.05,Fill,MARINA C,B-13,LAYER-10,2,,,REVISE,DONE,2,EIDG,2,
537,Saturday,13-12-25,36554,36,AL-ASIFA,DPL,12-12-25,,,44.53,Fill,MARINA C,B-27,LAYER-4,4,,,APPROVED AS NOTED,DONE,2,EIDG,1,
538,Saturday,13-12-25,36555,36,AL-ASIFA,DPL,12-12-25,,,50.5,Fill,MARINA C,B-28,LAYER-9,5,,,APPROVED AS NOTED,DONE,2,EIDG,1,
539,Saturday,13-12-25,36556,36,SAAD SHETA,DPL,12-12-25,,,43.315,Fill,MARINA C,B-20,LAYER-26,5,,,APPROVED AS NOTED,DONE,2,EIDG,1,
540,Wednesday,10-12-25,36440,36,AL-ASIFA,DPL,09-12-25,,,43.5,Fill,MARINA C,B-28,LAYER-7,2,,,APPROVED AS NOTED,DONE,2,EIDG,1,
541,Wednesday,10-12-25,36441,36,AL-ASIFA,DPL,09-12-25,,,45.79,Fill,MARINA C,B-27,LAYER-2,2,,,APPROVED AS NOTED,DONE,2,EIDG,1,
542,Wednesday,10-12-25,36439,36,El-BATAL,DPL,09-12-25,,,47.22,Fill,MARINA C,B-15,LAYER-16,3,,,APPROVED AS NOTED,DONE,2,EIDG,1,
543,Thursday,11-12-25,36488,36,AL-ASIFA,PLATE LOAD,09-12-25,,,,Fill,MARINA C,B-27,20.3,1,,,APPROVED AS NOTED,DONE,5,CEL,2,
544,Thursday,11-12-25,36489,36,AL-ASIFA,PLATE LOAD,07-12-25,,,,Fill,MARINA C,B-28,19.3,1,,,APPROVED AS NOTED,DONE,5,CEL,4,
545,Thursday,11-12-25,36512,36,El-BATAL,PLATE LOAD,06-12-25,,,,Fill,MARINA C,B-15,24.8,1,,,APPROVED AS NOTED,DONE,3,BONYAN MISR,5,
546,Thursday,11-12-25,36514,36,AHMED SAEED,PLATE LOAD,07-12-25,,,,Fill,MARINA C,B-22,22.8,1,,,REVISE,DONE,3,BONYAN MISR,4,
547,Thursday,11-12-25,36463,36,AL-ASIFA,DPL,10-12-25,,,43.05,Fill,MARINA C,B-28,LAYER-8,4,,,APPROVED AS NOTED,DONE,2,EIDG,1,
548,Thursday,11-12-25,36465,36,U-MARK,DPL,10-12-25,,,37.32,Fill,MARINA C,BH-12,LAYER-10,5,,,REVISE,DONE,2,EIDG,1,
549,Thursday,11-12-25,36464,36,AL-ASIFA,DPL,10-12-25,,,53.616,Fill,MARINA C,B-27,LAYER-3,7,,,APPROVED AS NOTED,DONE,2,EIDG,1,
550,Thursday,11-12-25,36466,36,U-MARK,DPL,10-12-25,,,39.31,Fill,MARINA C,BH-12,LAYER-9,3,,,REVISE,DONE,2,EIDG,1,
551,Thursday,11-12-25,36516,36,AHMED SAEED,PLATE LOAD,07-12-25,,,,Fill,MARINA C,B-22,22.8,1,,,APPROVED AS NOTED,DONE,3,BONYAN MISR,4,
552,Saturday,13-12-25,36537,36,U-MARK,DPL,11-12-25,,,39.65,Fill,MARINA C,BH-2,LAYER-14,2,,,REVISE,DONE,2,EIDG,2,
553,Friday,12-12-25,36636,36,MOKHTAR ELSHENAWY,DPL,02-12-25,,,47.34,Fill,MARINA C,BH-9,LAYER-22,5,,,APPROVED AS NOTED,DONE,2,EIDG,10,
554,Friday,12-12-25,36638,36,MOKHTAR ELSHENAWY,DPL,02-12-25,,,45.44,Fill,MARINA C,BH-10,LAYER-23,4,,,APPROVED AS NOTED,DONE,2,EIDG,10,
555,Friday,12-12-25,36639,36,MOKHTAR ELSHENAWY,DPL,02-12-25,,,50.44,Fill,MARINA C,BH-14,LAYER-15,4,,,APPROVED AS NOTED,DONE,2,EIDG,10,
556,Monday,15-12-25,36595,36,U-MARK,DPL,14-12-25,,,46.59,Fill,MARINA C,BH-15,LAYER-12,2,,,APPROVED AS NOTED,DONE,2,EIDG,1,
557,Tuesday,16-12-25,36651,36,AHMED SAEED,DPL,15-12-25,,,45.4,Fill,MARINA C,B-22,LAYER-11,3,,,APPROVED AS NOTED,DONE,2,EIDG,1,
558,Tuesday,16-12-25,36647,36,EL-THNAA,DPL,15-12-25,,,50.63,Fill,MARINA C,B-25,LAYER-5,7,,,APPROVED AS NOTED,DONE,2,EIDG,1,
