No,Day,Date( SUB),serial,Battalion,Company Name,Test Type,Date ( test),Classification,#200,AVERAGE VALUE,Sampling Location,Zone,ELMENT,layer ,Number of Tests,Performed Test ,Area(m2),sample status,Document Status,NUM. OF PAGES,Done BY,DURATION,Note
559,Friday,12-12-25,36625,36,El-BATAL,DPL,01-12-25,,,62.318,Fill,MARINA C,BH-6,LAYER-11,3,,,APPROVED AS NOTED,DONE,2,EIDG,11,
560,Friday,12-12-25,36624,36,El-BATAL,DPL,01-12-25,,,57.45,Fill,MARINA C,BH-5,LAYER-7,2,,,APPROVED AS NOTED,DONE,2,EIDG,11,
561,Friday,12-12-25,36623,36,MOKHTAR ELSHENAWY,DPL,01-12-25,,,56.27,Fill,MARINA C,BH-14,LAYER-14,2,,,APPROVED AS NOTED,DONE,2,EIDG,11,
562,Friday,12-12-25,36622,36,U-MARK,DPL,01-12-25,,,44.53,Fill,MARINA C,BH-13,LAYER-7,2,,,APPROVED AS NOTED,DONE,2,EIDG,11,
563,Friday,12-12-25,36621,36,U-MARK,DPL,01-12-25,,,44.53,Fill,MARINA C,BH-12,LAYER-6,2,,,APPROVED AS NOTED,DONE,2,EIDG,11,
564,Friday,12-12-25,36620,36,U-MARK,DPL,01-12-25,,,42.84,Fill,MARINA C,BH-11,LAYER-5,2,,,APPROVED AS NOTED,DONE,2,EIDG,11,
565,Friday,12-12-25,36619,36,MOKHTAR ELSHENAWY,DPL,01-12-25,,,55.947,Fill,MARINA C,BH-10,LAYER-22,8,,,APPROVED AS NOTED,DONE,2,EIDG,11,
566,Friday,12-12-25,36626,36,El-BATAL,DPL,01-12-25,,,51.134,Fill,MARINA C,BH-7,LAYER-12,2,,,APPROVED AS NOTED,DONE,2,EIDG,11,
567,Friday,12-12-25,36627,36,El-BATAL,DPL,01-12-25,,,53.47,Fill,MARINA C,BH-8,LAYER-14,3,,,APPROVED AS NOTED,DONE,2,EIDG,11,
568,Friday,12-12-25,36628,36,MOKHTAR ELSHENAWY,DPL,01-12-25,,,49.09,Fill,MARINA C,BH-8,LAYER-19,5,,,APPROVED AS NOTED,DONE,2,EIDG,11,
569,Friday,12-12-25,36629,36,MOKHTAR ELSHENAWY,DPL,01-12-25,,,52.42,Fill,MARINA C,BH-9,LAYER-21,6,,,APPROVED AS NOTED,DONE,2,EIDG,11,
570,Friday,12-12-25,36630,36,SAAD SHETA,DPL,01-12-25,,,46.7,Fill,MARINA C,B-20,LAYER-23,5,,,APPROVED AS NOTED,DONE,2,EIDG,11,
571,Friday,12-12-25,36631,36,AHMED SAEED,DPL,01-12-25,,,45.186,Fill,MARINA C,B-22,LAYER-5,3,,,APPROVED AS NOTED,DONE,2,EIDG,11,
572,Friday,12-12-25,36632,36,EL-THNAA,DPL,01-12-25,,,48.48,Fill,MARINA C,B-25,LAYER-2,5,,,APPROVED AS NOTED,DONE,2,EIDG,11,
573,Friday,12-12-25,36633,36,AHMED SAEED,DPL,02-12-25,,,47.32,Fill,MARINA C,B-22,LAYER-7,2,,,APPROVED AS NOTED,DONE,2,EIDG,10,
574,Friday,12-12-25,36634,36,AHMED SAEED,DPL,02-12-25,,,53.76,Fill,MARINA C,B-22,LAYER-6,3,,,APPROVED AS NOTED,DONE,2,EIDG,10,
575,Friday,12-12-25,36635,36,El-BATAL,DPL,02-12-25,,,46.45,Fill,MARINA C,B-13,LAYER-15,3,,,APPROVED AS NOTED,DONE,2,EIDG,10,
576,Friday,12-12-25,36637,36,MOKHTAR ELSHENAWY,DPL,02-12-25,,,46.61,Fill,MARINA C,BH-8,LAYER-20,5,,,APPROVED AS NOTED,DONE,2,EIDG,10,
577,Monday,15-12-25,36593,36,U-MARK,DPL,14-12-25,,,62.21,Fill,MARINA C,BH-1,LAYER-14,2,,,APPROVED AS NOTED,DONE,2,EIDG,1,
578,Monday,15-12-25,36592,36,U-MARK,DPL,14-12-25,,,41.79,Fill,MARINA C,BH-13,LAYER-12,2,,,APPROVED AS NOTED,DONE,2,EIDG,1,
579,Monday,15-12-25,36591,36,U-MARK,DPL,14-12-25,,,45.15,Fill,MARINA C,BH-11,LAYER-10,2,,,APPROVED AS NOTED,DONE,2,EIDG,1,
580,Monday,15-12-25,36590,36,U-MARK,DPL,14-12-25,,,53.32,Fill,MARINA C,BH-12,LAYER-11,2,,,APPROVED AS NOTED,DONE,2,EIDG,1,
581,Monday,15-12-25,36608,36,AL-ASIFA,DPL,14-12-25,,,51.023,Fill,MARINA C,B-28,LAYER-10,5,,,APPROVED AS NOTED,DONE,2,EIDG,1,
582,Monday,15-12-25,36601,36,U-MARK,DPL,13-12-25,,,43.94,Fill,MARINA C,BH-13,LAYER-11,2,,,APPROVED AS NOTED,DONE,2,EIDG,2,
583,Monday,15-12-25,36600,36,U-MARK,DPL,13-12-25,,,47.89,Fill,MARINA C,BH-12,LAYER-10,2,,,APPROVED AS NOTED,DONE,2,EIDG,2,
584,Monday,15-12-25,36599,36,U-MARK,DPL,13-12-25,,,42.62,Fill,MARINA C,BH-11,LAYER-9,2,,,APPROVED AS NOTED,DONE,2,EIDG,2,
585,Wednesday,17-12-25,36693,36,MOKHTAR ELSHENAWY,DPL,16-12-25,,,45.402,Fill,MARINA C,B-28,LAYER-1,8,,,APPROVED AS NOTED,DONE,2,EIDG,1,
586,Wednesday,17-12-25,36692,36,EL-THNAA,DPL,16-12-25,,,43.85,Fill,MARINA C,B-23,LAYER-1,6,,,APPROVED AS NOTED,DONE,2,EIDG,1,
587,Wednesday,17-12-25,36689,36,AL-ASIFA,DPL,16-12-25,,,42.85,Fill,MARINA C,B-27,LAYER-6,2,,,APPROVED AS NOTED,DONE,2,EIDG,1,
588,Wednesday,17-12-25,36690,36,AL-ASIFA,DPL,16-12-25,,,53.023,Fill,MARINA C,B-28,LAYER-11,8,,,APPROVED AS NOTED,DONE,2,EIDG,1,
589,Wednesday,17-12-25,36691,36,AHMED SAEED,DPL,16-12-25,,,49.03,Fill,MARINA C,B-22,LAYER-12,5,,,APPROVED AS NOTED,DONE,2,EIDG,1,
590,Sunday,21-12-25,36810,36,AHMED SAEED,PLATE LOAD,19-12-25,,,,Fill,MARINA C,B-22,LAYER-15,1,,,APPROVED AS NOTED,DONE,6,CEDC,2,
591,Sunday,21-12-25,36842,36,AL-ASIFA,PLATE LOAD,14-12-25,,,,Fill,MARINA C,B-28,21.8,1,,,APPROVED AS NOTED,DONE,5,CEL,7,
592,Sunday,21-12-25,36641,36,AL-ASIFA,PLATE LOAD,14-12-25,,,,Fill,MARINA C,B-27,21.8,1,,,APPROVED AS NOTED,DONE,5,CEL,7,
593,Sunday,21-12-25,36840,36,AL-ASIFA,PLATE LOAD,14-12-25,,,,Fill,MARINA C,B-28,21.8,1,,,APPROVED AS NOTED,DONE,5,CEL,7,
594,Sunday,21-12-25,36839,36,AL-ASIFA,PLATE LOAD,14-12-25,,,,Fill,MARINA C,B-27,21.8,1,,,APPROVED AS NOTED,DONE,5,CEL,7,
595,Sunday,21-12-25,36879,36,U-MARK,PLATE LOAD,16-12-25,,,,Fill,MARINA C,BH-11-12-13,25.5,1,,,APPROVED AS NOTED,DONE,5,CEL,5,
596,Sunday,21-12-25,36890,36,EL-THNAA,PLATE LOAD,16-12-25,,,,Fill,MARINA C,B-25,LAYER-5,1,,,APPROVED AS NOTED,DONE,6,CEDC,5,
597,Sunday,21-12-25,36891,36,EL-THNAA,PLATE LOAD,16-12-25,,,,Fill,MARINA C,B-25,LAYER-5,1,,,APPROVED AS NOTED,DONE,6,CEDC,5,
598,Saturday,20-12-25,36776,36,AHMED SAEED,DPL,19-12-25,,,45.57,Fill,MARINA C,B-22,LAYER-15,8,,,APPROVED AS NOTED,DONE,2,EIDG,1,
599,Saturday,20-12-25,36757,36,EL-THNAA,DPL,19-12-25,,,44.69,Fill,MARINA C,B-25,LAYER-7,7,,,APPROVED AS NOTED,DONE,2,EIDG,1,
600,Saturday,20-12-25,36754,36,MOKHTAR ELSHENAWY,DPL,18-12-25,,,52.104,Fill,MARINA C,B-28,LAYER-3,7,,,APPROVED AS NOTED,DONE,2,EIDG,2,
601,Saturday,20-12-25,36753,36,MOKHTAR ELSHENAWY,DPL,19-12-25,,,53.33,Fill,MARINA C,B-28,LAYER-4,10,,,APPROVED AS NOTED,DONE,2,EIDG,1,
602,Saturday,20-12-25,36726,36,El-BATAL,DPL,18-12-25,,,42.83,Fill,MARINA C,BH-7,LAYER-15,2,,,APPROVED AS NOTED,DONE,2,EIDG,2,
603,Saturday,20-12-25,36725,36,El-BATAL,DPL,18-12-25,,,48.177,Fill,MARINA C,BH-6,LAYER-14,2,,,APPROVED AS NOTED,DONE,2,EIDG,2,
604,Saturday,20-12-25,36724,36,El-BATAL,DPL,18-12-25,,,47.79,Fill,MARINA C,BH-8,LAYER-17,3,,,APPROVED AS NOTED,DONE,2,EIDG,2,
605,Saturday,20-12-25,36733,36,AHMED SAEED,DPL,18-12-25,,,46.074,Fill,MARINA C,B-22,LAYER-14,5,,,APPROVED AS NOTED,DONE,2,EIDG,2,
606,Saturday,20-12-25,36722,36,El-BATAL,DPL,18-12-25,,,45.56,Fill,MARINA C,B-15,LAYER-17,2,,,APPROVED AS NOTED,DONE,2,EIDG,2,
607,Saturday,20-12-25,36734,36,U-MARK,DPL,18-12-25,,,48.96,Fill,MARINA C,BH-13,LAYER-13,2,,,APPROVED AS NOTED,DONE,2,EIDG,2,
608,Saturday,20-12-25,36735,36,U-MARK,DPL,18-12-25,,,54.502,Fill,MARINA C,BH-12,LAYER-12,2,,,APPROVED AS NOTED,DONE,2,EIDG,2,
609,Saturday,20-12-25,36736,36,U-MARK,DPL,18-12-25,,,54.502,Fill,MARINA C,BH-11,LAYER-11,2,,,APPROVED AS NOTED,DONE,2,EIDG,2,
610,Saturday,20-12-25,36737,36,El-BATAL,DPL,18-12-25,,,47.408,Fill,MARINA C,B-15,LAYER-18,6,,,APPROVED AS NOTED,DONE,2,EIDG,2,
611,Saturday,20-12-25,36738,36,AL-ASIFA,DPL,18-12-25,,,46.28,Fill,MARINA C,B-27,LAYER-8,5,,,APPROVED AS NOTED,DONE,2,EIDG,2,
612,Saturday,20-12-25,36739,36,El-BATAL,DPL,18-12-25,,,49.446,Fill,MARINA C,BH-5,LAYER-10,2,,,APPROVED AS NOTED,DONE,2,EIDG,2,
613,Saturday,20-12-25,36740,36,AL-ASIFA,DPL,18-12-25,,,49.86,Fill,MARINA C,B-28,LAYER-13,5,,,APPROVED AS NOTED,DONE,2,EIDG,2,
614,Saturday,20-12-25,36698,36,AL-ASIFA,DPL,17-12-25,,,42.27,Fill,MARINA C,B-28,LAYER-12,7,,,APPROVED AS NOTED,DONE,2,EIDG,3,
615,Saturday,20-12-25,36699,36,MOKHTAR ELSHENAWY,DPL,17-12-25,,,51.199,Fill,MARINA C,B-28,LAYER-2,8,,,APPROVED AS NOTED,DONE,2,EIDG,3,
616,Saturday,20-12-25,36716,36,El-BATAL,DPL,17-12-25,,,47.85,Fill,MARINA C,B-13,LAYER-18,7,,,APPROVED AS NOTED,DONE,2,EIDG,3,
617,Saturday,20-12-25,36717,36,AHMED SAEED,DPL,17-12-25,,,42.74,Fill,MARINA C,B-22,LAYER-13,7,,,APPROVED AS NOTED,DONE,2,EIDG,3,
618,Saturday,20-12-25,36718,36,EL-THNAA,DPL,17-12-25,,,43.46,Fill,MARINA C,B-23,LAYER-2,8,,,APPROVED AS NOTED,DONE,2,EIDG,3,
619,Saturday,20-12-25,36719,36,EL-THNAA,DPL,17-12-25,,,45.173,Fill,MARINA C,B-25,LAYER-6,6,,,APPROVED AS NOTED,DONE,2,EIDG,3,
620,Saturday,20-12-25,36720,36,AL-ASIFA,DPL,17-12-25,,,45.2,Fill,MARINA C,B-27,LAYER-7,5,,,APPROVED AS NOTED,DONE,2,EIDG,3,
621,Sunday,21-12-25,36777,36,MOKHTAR ELSHENAWY,DPL,17-11-25,,,48.57,Fill,MARINA C,BH-14,LAYER-1,2,,,APPROVED AS NOTED,DONE,2,EIDG,34,
622,Sunday,21-12-25,36778,36,MOKHTAR ELSHENAWY,DPL,17-11-25,,,47.37,Fill,MARINA C,BH-14,LAYER-2,2,,,APPROVED AS NOTED,DONE,2,EIDG,34,
623,Sunday,21-12-25,36779,36,MOKHTAR ELSHENAWY,DPL,17-11-25,,,46.29,Fill,MARINA C,BH-14,LAYER-3,2,,,APPROVED AS NOTED,DONE,2,EIDG,34,
624,Sunday,21-12-25,36783,36,MOKHTAR ELSHENAWY,DPL,20-12-25,,,55.19,Fill,MARINA C,B-28,LAYER-5,8,,,APPROVED AS NOTED,DONE,2,EIDG,1,
625,Sunday,21-12-25,36788,36,El-BATAL,DPL,20-12-25,,,47.72,Fill,MARINA C,B-13,LAYER-19,5,,,APPROVED AS NOTED,DONE,2,EIDG,1,
626,Sunday,21-12-25,36790,36,U-MARK,DPL,20-12-25,,,47.9,Fill,MARINA C,BH-11,LAYER-12,2,,,APPROVED AS NOTED,DONE,2,EIDG,1,
627,Sunday,21-12-25,36791,36,U-MARK,DPL,20-12-25,,,43.78,Fill,MARINA C,BH-13,LAYER-14,2,,,APPROVED AS NOTED,DONE,2,EIDG,1,
628,Sunday,21-12-25,36792,36,AL-ASIFA,DPL,20-12-25,,,52.69,Fill,MARINA C,B-27,LAYER-9,8,,,APPROVED AS NOTED,DONE,2,EIDG,1,
629,Sunday,21-12-25,36798,36,U-MARK,DPL,20-12-25,,,49.15,Fill,MARINA C,BH-4,LAYER-13,2,,,APPROVED AS NOTED,DONE,2,EIDG,1,
630,Sunday,21-12-25,36799,36,U-MARK,DPL,20-12-25,,,49.29,Fill,MARINA C,BH-12,LAYER-13,2,,,APPROVED AS NOTED,DONE,2,EIDG,1,
631,Sunday,21-12-25,36800,36,El-BATAL,DPL,20-12-25,,,49.39,Fill,MARINA C,B-15,LAYER-18,4,,,APPROVED AS NOTED,DONE,2,EIDG,1,
632,Sunday,21-12-25,36801,36,AHMED SAEED,DPL,20-12-25,,,43.69,Fill,MARINA C,B-22,LAYER-16,3,,,APPROVED AS NOTED,DONE,2,EIDG,1,
633,Monday,22-12-25,36918,36,El-BATAL,DPL,21-12-25,,,49.63,Fill,MARINA C,BH-8,LAYER-18,3,,,APPROVED AS NOTED,DONE,2,EIDG,1,
634,Monday,22-12-25,36916,36,AL-ASIFA,DPL,21-12-25,,,46.92,Fill,MARINA C,B-28,LAYER-14,5,,,APPROVED AS NOTED,DONE,2,EIDG,1,
635,Monday,22-12-25,36915,36,AHMED SAEED,DPL,21-12-25,,,47.64,Fill,MARINA C,B-22,LAYER-17,4,,,APPROVED AS NOTED,DONE,2,EIDG,1,
636,Monday,22-12-25,36913,36,MOKHTAR ELSHENAWY,DPL,21-12-25,,,50.19,Fill,MARINA C,B-28,LAYER-6,9,,,APPROVED AS NOTED,DONE,2,EIDG,1,
637,Monday,22-12-25,36937,36,El-BATAL,DPL,22-12-25,,,48.89,Fill,MARINA C,BH-5,LAYER-11,2,,,APPROVED AS NOTED,DONE,2,EIDG,0,
638,Tuesday,23-12-25,36936,36,AHMED SAEED,DPL,22-12-25,,,44.64,Fill,MARINA C,B-22,LAYER-18,5,,,APPROVED AS NOTED,DONE,2,EIDG,1,
639,Tuesday,23-12-25,36935,36,MOKHTAR ELSHENAWY,DPL,22-12-25,,,51.095,Fill,MARINA C,B-28,LAYER-7,5,,,APPROVED AS NOTED,DONE,2,EIDG,1,
640,Tuesday,23-12-25,36929,36,AL-ASIFA,DPL,22-12-25,,,46.95,Fill,MARINA C,B-28,LAYER-15,4,,,APPROVED AS NOTED,DONE,2,EIDG,1,
641,Tuesday,23-12-25,36928,36,AL-ASIFA,DPL,22-12-25,,,45.24,Fill,MARINA C,B-27,LAYER-10,3,,,APPROVED AS NOTED,DONE,2,EIDG,1,
642,Tuesday,23-12-25,36927,36,El-BATAL,DPL,22-12-25,,,47.41,Fill,MARINA C,BH-6,LAYER-15,2,,,APPROVED AS NOTED,DONE,2,EIDG,1,
643,Tuesday,23-12-25,36926,36,El-BATAL,DPL,22-12-25,,,45.87,Fill,MARINA C,BH-7,LAYER-16,2,,,APPROVED AS NOTED,DONE,2,EIDG,1,
644,Sunday,21-12-25,36822,36,MOKHTAR ELSHENAWY,PLATE LOAD,20-12-25,,,,Fill,MARINA C,B-28,19.3,1,,,APPROVED AS NOTED,DONE,5,CEL,1,
645,Sunday,21-12-25,36823,36,MOKHTAR ELSHENAWY,PLATE LOAD,20-12-25,,,,Fill,MARINA C,B-28,19.3,1,,,APPROVED AS NOTED,DONE,5,CEL,1,
646,Sunday,21-12-25,36824,36,MOKHTAR ELSHENAWY,PLATE LOAD,20-12-25,,,,Fill,MARINA C,B-28,19.3,1,,,APPROVED AS NOTED,DONE,5,CEL,1,
647,Wednesday,24-12-25,37004,36,AL-ASIFA,PLATE LOAD,22-12-25,,,,Fill,MARINA C,B-27,24.3,1,,,APPROVED AS NOTED,DONE,5,CEL,2,
648,Wednesday,24-12-25,37003,36,AL-ASIFA,PLATE LOAD,22-12-25,,,,Fill,MARINA C,B-27,24.3,1,,,APPROVED AS NOTED,DONE,5,CEL,2,
649,Wednesday,24-12-25,37002,36,AL-ASIFA,PLATE LOAD,22-12-25,,,,Fill,MARINA C,B-28,24.3,1,,,APPROVED AS NOTED,DONE,5,CEL,2,
650,Wednesday,24-12-25,37001,36,AL-ASIFA,PLATE LOAD,22-12-25,,,,Fill,MARINA C,B-28,24.3,1,,,APPROVED AS NOTED,DONE,5,CEL,2,
651,Wednesday,24-12-25,37027,36,AL-ASIFA,SOIL,20-12-25,A-2-4,14.70%,,Stockpile,MARINA C,,,1,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,EIDG,4,
652,Wednesday,24-12-25,37026,36,AL-ASIFA,SOIL,13-12-25,A-2-4,15.10%,,Stockpile,MARINA C,,,1,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,EIDG,11,
653,Wednesday,24-12-25,37025,36,AL-ASIFA,SOIL,13-12-25,A-2-4,14.60%,,Stockpile,MARINA C,,,1,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,EIDG,11,
654,Wednesday,24-12-25,37024,36,AL-ASIFA,SOIL,06-12-25,A-2-4,24.20%,,Bottom of excavation,MARINA C,B-27,,1,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,EIDG,18,
655,Wednesday,24-12-25,37021,36,AHMED SAEED,SOIL,21-12-25,A-2-4,20.10%,,Stockpile,MARINA C,,,1,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,EIDG,3,
656,Wednesday,24-12-25,37020,36,El-BATAL,SOIL,05-12-25,A-2-4,20.30%,,Stockpile,MARINA C,,,1,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,EIDG,19,
657,Wednesday,24-12-25,37019,36,AHMED SAEED,SOIL,21-12-25,A-2-4,17.70%,,Stockpile,MARINA C,,,1,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,EIDG,3,
658,Wednesday,24-12-25,37039,36,MOKHTAR ELSHENAWY,SOIL,19-12-25,A-1-B,8.10%,,Stockpile,MARINA C,,,1,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,EIDG,5,
659,Wednesday,24-12-25,36987,36,AL-ASIFA,DPL,23-12-25,,,53.51,Fill,MARINA C,B-27,LAYER-11,8,,,APPROVED AS NOTED,DONE,2,EIDG,1,
660,Wednesday,24-12-25,36973,36,MOKHTAR ELSHENAWY,DPL,23-12-25,,,54.47,Fill,MARINA C,B-28,LAYER-8,5,,,APPROVED AS NOTED,DONE,2,EIDG,1,
661,Wednesday,24-12-25,36971,36,El-BATAL,DPL,23-12-25,,,46.44,Fill,MARINA C,B-15,LAYER-19,4,,,APPROVED AS NOTED,DONE,2,EIDG,1,
662,Wednesday,24-12-25,36961,36,El-BATAL,DPL,23-12-25,,,43.96,Fill,MARINA C,B-15,LAYER-19,2,,,APPROVED AS NOTED,DONE,2,EIDG,1,
663,Wednesday,24-12-25,36960,36,EL-THNAA,DPL,23-12-25,,,45.93,Fill,MARINA C,B-25,LAYER-8,8,,,APPROVED AS NOTED,DONE,2,EIDG,1,
664,Wednesday,24-12-25,36959,36,AHMED SAEED,DPL,23-12-25,,,48.67,Fill,MARINA C,B-22,LAYER-19,5,,,APPROVED AS NOTED,DONE,2,EIDG,1,
665,Thursday,25-12-25,37090,36,AHMED SAEED,DPL,24-12-25,,,49.88,Fill,MARINA C,B-22,LAYER-20,3,,,APPROVED AS NOTED,DONE,2,EIDG,1,
666,Thursday,25-12-25,37087,36,El-BATAL,DPL,24-12-25,,,50.21,Fill,MARINA C,BH-8,LAYER-19,3,,,APPROVED AS NOTED,DONE,2,EIDG,1,
667,Thursday,25-12-25,37086,36,El-BATAL,DPL,24-12-25,,,54.008,Fill,MARINA C,BH-7,LAYER-17,2,,,APPROVED AS NOTED,DONE,2,EIDG,1,
668,Thursday,25-12-25,37085,36,El-BATAL,DPL,24-12-25,,,50.94,Fill,MARINA C,BH-6,LAYER-16,2,,,APPROVED AS NOTED,DONE,2,EIDG,1,
669,Thursday,25-12-25,37084,36,El-BATAL,DPL,24-12-25,,,43.4,Fill,MARINA C,BH-5,LAYER-12,3,,,APPROVED AS NOTED,DONE,2,EIDG,1,
670,Saturday,27-12-25,37129,36,El-BATAL,PLATE LOAD,23-12-25,,,,Fill,MARINA C,B-15,27.3,1,,,APPROVED AS NOTED,DONE,3,BONYAN MISR,4,
671,Saturday,27-12-25,37128,36,El-BATAL,PLATE LOAD,23-12-25,,,,Fill,MARINA C,B-13,27.3,1,,,APPROVED AS NOTED,DONE,3,BONYAN MISR,4,
672,Saturday,27-12-25,37155,36,El-BATAL,DPL,26-12-25,,,52.707,Fill,MARINA C,B-13,LAYER-20,3,,,APPROVED AS NOTED,DONE,2,EIDG,1,
673,Saturday,27-12-25,37154,36,El-BATAL,DPL,26-12-25,,,45.28,Fill,MARINA C,B-15,LAYER-20,3,,,APPROVED AS NOTED,DONE,2,EIDG,1,
674,Saturday,27-12-25,37153,36,El-BATAL,DPL,26-12-25,,,52.92,Fill,MARINA C,B-15,LAYER-20,2,,,APPROVED AS NOTED,DONE,2,EIDG,1,
675,Saturday,27-12-25,37188,36,EL-THNAA,DPL,25-12-25,,,43.62,Fill,MARINA C,B-23,LAYER-3,2,,,APPROVED AS NOTED,DONE,2,EIDG,2,
676,Saturday,27-12-25,37187,36,AL-ASIFA,DPL,25-12-25,,,48.83,Fill,MARINA C,B-28,LAYER-17,6,,,APPROVED AS NOTED,DONE,2,EIDG,2,
677,Saturday,27-12-25,37186,36,AL-ASIFA,DPL,25-12-25,,,54.63,Fill,MARINA C,B-27,LAYER-12,5,,,APPROVED AS NOTED,DONE,2,EIDG,2,
678,Saturday,27-12-25,37185,36,AHMED SAEED,DPL,25-12-25,,,48.33,Fill,MARINA C,B-22,LAYER-21,4,,,APPROVED AS NOTED,DONE,2,EIDG,2,
679,Saturday,27-12-25,37184,36,U-MARK,DPL,25-12-25,,,53.68,Fill,MARINA C,BH-4,LAYER-14,2,,,APPROVED AS NOTED,DONE,2,EIDG,2,
680,Saturday,27-12-25,37183,36,U-MARK,DPL,25-12-25,,,43.21,Fill,MARINA C,BH-11,LAYER-13,2,,,APPROVED AS NOTED,DONE,2,EIDG,2,
681,Saturday,27-12-25,37182,36,U-MARK,DPL,25-12-25,,,46.51,Fill,MARINA C,BH-12,LAYER-14,2,,,APPROVED AS NOTED,DONE,2,EIDG,2,
682,Saturday,27-12-25,37181,36,U-MARK,DPL,25-12-25,,,46.51,Fill,MARINA C,BH-13,LAYER-13,2,,,APPROVED AS NOTED,DONE,2,EIDG,2,
683,Sunday,28-12-25,37212,36,AHMED SAEED,PLATE LOAD,26-12-25,,,,Fill,MARINA C,B-22,28.3,1,,,APPROVED AS NOTED,DONE,6,CEDC,2,
684,Monday,29-12-25,37246,36,AL-ASIFA,DPL,27-12-25,,,47.49,Fill,MARINA C,B-27,LAYER-13,6,,,APPROVED AS NOTED,DONE,2,EIDG,2,
685,Monday,29-12-25,37247,36,AL-ASIFA,DPL,27-12-25,,,49.7,Fill,MARINA C,B-28,LAYER-18,8,,,APPROVED AS NOTED,DONE,2,EIDG,2,
686,Wednesday,31-12-25,37395,36,MOKHTAR ELSHENAWY,SOIL,19-12-25,A-2-4,16.50%,,Stockpile,MARINA C,,,1,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,2,EIDG,12,
687,Tuesday,30-12-25,37252,36,U-MARK,DPL,28-12-25,,,44.88,Fill,MARINA C,BH-11,LAYER-14,2,,,APPROVED AS NOTED,DONE,2,EIDG,2,
688,Tuesday,30-12-25,37253,36,U-MARK,DPL,28-12-25,,,44.88,Fill,MARINA C,BH-12,LAYER-15,2,,,APPROVED AS NOTED,DONE,2,EIDG,2,
689,Tuesday,30-12-25,37271,36,U-MARK,DPL,28-12-25,,,50.17,Fill,MARINA C,BH-13,LAYER-16,2,,,APPROVED AS NOTED,DONE,2,EIDG,2,
690,Tuesday,30-12-25,37281,36,EL-THNAA,DPL,28-12-25,,,47.39,Fill,MARINA C,B-25,LAYER-9,4,,,APPROVED AS NOTED,DONE,2,EIDG,2,
691,Tuesday,30-12-25,37283,36,AL-ASIFA,DPL,28-12-25,,,47.13,Fill,MARINA C,B-27,LAYER-14,4,,,APPROVED AS NOTED,DONE,2,EIDG,2,
692,Tuesday,30-12-25,37284,36,AL-ASIFA,DPL,28-12-25,,,48.077,Fill,MARINA C,B-28,LAYER-19,5,,,APPROVED AS NOTED,DONE,2,EIDG,2,
693,Tuesday,30-12-25,37313,36,MOKHTAR ELSHENAWY,DPL,29-12-25,,,58.89,Fill,MARINA C,B-28,LAYER-9,4,,,APPROVED AS NOTED,DONE,2,EIDG,1,
694,Tuesday,30-12-25,37310,36,EL-THNAA,DPL,29-12-25,,,47.63,Fill,MARINA C,B-23,LAYER-4,6,,,APPROVED AS NOTED,DONE,2,EIDG,1,
695,Tuesday,30-12-25,37311,36,MOKHTAR ELSHENAWY,DPL,29-12-25,,,59.85,Fill,MARINA C,B-28,LAYER-8,4,,,APPROVED AS NOTED,DONE,2,EIDG,1,
696,Wednesday,31-12-25,37365,36,U-MARK,DPL,30-12-25,,,60.37,Fill,MARINA C,BH-11,LAYER-15,2,,,APPROVED AS NOTED,DONE,2,EIDG,1,
697,Wednesday,31-12-25,37364,36,U-MARK,DPL,30-12-25,,,66.35,Fill,MARINA C,BH-12,LAYER-16,2,,,APPROVED AS NOTED,DONE,2,EIDG,1,
698,Wednesday,31-12-25,37363,36,U-MARK,DPL,30-12-25,,,54.23,Fill,MARINA C,BH-13,LAYER-17,2,,,APPROVED AS NOTED,DONE,2,EIDG,1,
699,Wednesday,31-12-25,37362,36,EL-THNAA,DPL,30-12-25,,,44.72,Fill,MARINA C,B-23,LAYER-5,4,,,APPROVED AS NOTED,DONE,2,EIDG,1,
700,Wednesday,31-12-25,37361,36,EL-THNAA,DPL,30-12-25,,,50.48,Fill,MARINA C,B-25,LAYER-10,3,,,APPROVED AS NOTED,DONE,2,EIDG,1,
701,Wednesday,31-12-25,37360,36,AL-ASIFA,DPL,30-12-25,,,47.94,Fill,MARINA C,B-27,LAYER-15,5,,,APPROVED AS NOTED,DONE,2,EIDG,1,
702,Wednesday,31-12-25,37359,36,AL-ASIFA,DPL,30-12-25,,,54.717,Fill,MARINA C,B-28,LAYER-20,4,,,APPROVED AS NOTED,DONE,2,EIDG,1,
703,Wednesday,31-12-25,37358,36,MOKHTAR ELSHENAWY,DPL,30-12-25,,,45.54,Fill,MARINA C,B-28,LAYER-9,6,,,APPROVED AS NOTED,DONE,2,EIDG,1,
