No,Day,Date( SUB),serial,Battalion,Company Name,Test Type,Date ( test),Classification,#200,AVERAGE VALUE,Sampling Location,Zone,ELMENT,BUILDING,layer ,Number of Tests,Performed Test ,Area(m2),sample status,Document Status,NUM. OF PAGES,Done BY,DURATION,Company ,Executed Quantity,Total Quantity,Required Quantity,Sectoer,Date (Daily),Contractor,Element (all),Executed Quantity (m3),Target Daily Rate
532,Saturday,27-12-25,37195,36,Al Amal,PLATE LOAD,23-12-25,,,,Fill,G0-1,BH-18,,51.5,1,,,APPROVED AS NOTED,DONE,6,CEDC,4,,,,,South Sector,14-01-26,EL Nessr El Araby,BH-17-1,3285.78,414.805
533,Saturday,27-12-25,37158,36,Al Alamiya,DPL,26-12-25,,,54.4,Fill,G0-1,BH-28,,LAYER-1,3,,,APPROVED AS NOTED,DONE,2,EIDG,1,,,,,South Sector,14-01-26,EL-Nada EL-Saadany,BH-8,1136.36,451.199
534,Saturday,27-12-25,37157,36,Al Alamiya,DPL,26-12-25,,,55.96,Fill,G0-1,BH-28,,LAYER-1,10,,,APPROVED AS NOTED,DONE,2,EIDG,1,,,,,South Sector,14-01-26,Port Said West,BH-12,3241.75,902.862
535,Saturday,27-12-25,37156,36,Sinai,DPL,26-12-25,,,56.84,Fill,G0-1,BH-8,,LAYER-2,7,,,APPROVED AS NOTED,DONE,2,EIDG,1,,,,,South Sector,14-01-26,Sinai,BH-8,6314.92,0
536,Saturday,27-12-25,37149,36,Al Tawakkol,DPL,26-12-25,,,53.135,Fill,G0-1,BH-22,,LAYER-4,8,,,APPROVED AS NOTED,DONE,2,EIDG,1,,,,,North Sector,15-01-26,Al Omraniya,BH-33,1836.17,1173.358
537,Saturday,27-12-25,37148,36,Al Masriya for Construction & Development,DPL,26-12-25,,,40.63,Fill,G0-1,BH-17,,LAYER-8,2,,,APPROVED AS NOTED,DONE,2,EIDG,1,,,,,North Sector,15-01-26,Al Qahira,BH-32,4475,0
538,Saturday,27-12-25,37147,36,Abnaa Khalifa,DPL,26-12-25,,,46.18,Fill,G0-1,BH-3,,LAYER-6,2,,,APPROVED AS NOTED,DONE,2,EIDG,1,,,,,North Sector,15-01-26,Fayek Office,BH-35,4223.1,1190.082
539,Saturday,27-12-25,37146,36,Al Magd Contracting,DPL,26-12-25,,,49.41,Fill,G0-1,BH-15,,LAYER-10,6,,,APPROVED AS NOTED,DONE,2,EIDG,1,,,,,North Sector,15-01-26,Inshaa,BH-38,2124.14,1011.996
540,Saturday,27-12-25,37145,36,Benyan,DPL,26-12-25,,,43.31,Fill,G0-1,BH-14,,LAYER-12,8,,,APPROVED AS NOTED,DONE,2,EIDG,1,,,,,North Sector,15-01-26,Mecca Contracting,BH-44,708.89,797.231
541,Saturday,27-12-25,37144,36,Al Fayrouz,DPL,26-12-25,,,51.9,Fill,G0-1,BH-7,,LAYER-5,9,,,APPROVED AS NOTED,DONE,2,EIDG,1,,,,,North Sector,15-01-26,Orascom,BH-30,2860.45,1248.282
542,Saturday,27-12-25,37143,36,Al Nada,DPL,26-12-25,,,48.52,Fill,G0-1,BH-8-1,,LAYER-3,4,,,APPROVED AS NOTED,DONE,2,EIDG,1,,,,,North Sector,15-01-26,Orascom,BH-29,6978.03,1294.388
543,Saturday,27-12-25,37142,36,Al Amal,DPL,26-12-25,,,50.33,Fill,G0-1,BH-18,,LAYER-19,4,,,APPROVED AS NOTED,DONE,2,EIDG,1,,,,,South Sector,15-01-26,Abnaa Mohamed Badawy,BH-10,3316.04,0
544,Saturday,27-12-25,37141,36,Orascom,DPL,26-12-25,,,51.15,Fill,G0-1,BH-30,,LAYER-11,9,,,APPROVED AS NOTED,DONE,2,EIDG,1,,,,,South Sector,15-01-26,Al Amal,BH-23,2493.59,482.59
545,Saturday,27-12-25,37170,36,Orascom,DPL,25-12-25,,,51.64,Fill,G0-1,BH-30,,LAYER-11,9,,,APPROVED AS NOTED,DONE,2,EIDG,2,,,,,South Sector,15-01-26,Al Amal,BH-18,1681.51,415.124
546,Saturday,27-12-25,37169,36,Orascom,DPL,25-12-25,,,54.75,Fill,G0-1,BH-29,,LAYER-4,12,,,APPROVED AS NOTED,DONE,2,EIDG,2,,,,,South Sector,15-01-26,Al Anoud Al Arabia,BH-7-1,2389.97,1135.855
547,Saturday,27-12-25,37168,36,Al Anoud Al Arabia,DPL,25-12-25,,,45.85,Fill,G0-1,BH-42,,LAYER-2,9,,,APPROVED AS NOTED,DONE,2,EIDG,2,,,,,South Sector,15-01-26,Al Magd Contracting,BH-15,1585.63,474.467
548,Saturday,27-12-25,37167,36,Orascom,DPL,25-12-25,,,51.96,Fill,G0-1,BH-29,,LAYER-12,10,,,APPROVED AS NOTED,DONE,2,EIDG,2,,,,,South Sector,15-01-26,EL Nessr El Araby,BH-16-1,996.95,452.294
549,Saturday,27-12-25,37166,36,Al Anoud Al Arabia,DPL,25-12-25,,,46.56,Fill,G0-1,BH-42,,LAYER-6,3,,,APPROVED AS NOTED,DONE,2,EIDG,2,,,,,South Sector,15-01-26,EL-Nada EL-Saadany,BH-8,3497.31,451.199
550,Saturday,27-12-25,37165,36,Inshaa,DPL,25-12-25,,,45.79,Fill,G0-1,BH-38,,LAYER-7,8,,,APPROVED AS NOTED,DONE,2,EIDG,2,,,,,South Sector,15-01-26,Karim Salam,BH-4,2669.48,1279.078
551,Saturday,27-12-25,37164,36,Gamal Shaaban,DPL,25-12-25,,,45.09,Fill,G0-1,BH-46,,LAYER-4,2,,,APPROVED AS NOTED,DONE,2,EIDG,2,,,,,South Sector,15-01-26,Mokhtar EL-Shenawy,BH-11-1,469.84,528.49
552,Saturday,27-12-25,37163,36,Inshaa,DPL,25-12-25,,,51.035,Fill,G0-1,BH-38,,LAYER-6,14,,,APPROVED AS NOTED,DONE,2,EIDG,2,,,,,South Sector,15-01-26,Orascom,BH-3,2866.51,1201.038
553,Saturday,27-12-25,37162,36,Benaa,DPL,25-12-25,,,53.43,Fill,G0-1,BH-9,,LAYER-4,6,,,APPROVED AS NOTED,DONE,2,EIDG,2,,,,,South Sector,15-01-26,Port Said West,BH-12,2345.6,902.862
554,Saturday,27-12-25,37161,36,Al Magd Contracting,DPL,25-12-25,,,47.73,Fill,G0-1,BH-15,,LAYER-3,6,,,APPROVED AS NOTED,DONE,2,EIDG,2,,,,,South Sector,15-01-26,Sinai,BH-8,3841.93,0
555,Saturday,27-12-25,37160,36,Cleopatra,DPL,25-12-25,,,48.5,Fill,G0-1,BH-11,,LAYER-3,8,,,APPROVED AS NOTED,DONE,2,EIDG,2,,,,,North Sector,16-01-26,Kamal Al Salmy,BH-31,2133.79,693.702
556,Saturday,27-12-25,37159,36,Karim Salam,DPL,25-12-25,,,50.45,Fill,G0-1,BH-4,,LAYER-8,12,,,APPROVED AS NOTED,DONE,2,EIDG,2,,,,,North Sector,16-01-26,Orascom,BH-30,4082.87,1248.282
557,Saturday,27-12-25,37180,36,Al Nada,DPL,25-12-25,,,47.67,Fill,G0-1,BH-8-1,,LAYER-1,4,,,APPROVED AS NOTED,DONE,2,EIDG,2,,,,,South Sector,16-01-26,Al Ittihadiya,BH-1,4518.2,1227.242
558,Saturday,27-12-25,37179,36,Al Nada,DPL,25-12-25,,,68.16,Fill,G0-1,BH-8-1,,LAYER-2,4,,,APPROVED AS NOTED,DONE,2,EIDG,2,,,,,South Sector,16-01-26,Al Magd Contracting,BH-15,654.61,474.467
559,Saturday,27-12-25,37177,36,Benaa,DPL,25-12-25,,,51.98,Fill,G0-1,BH-9,,LAYER-2,3,,,APPROVED AS NOTED,DONE,2,EIDG,2,,,,,South Sector,16-01-26,EL Gharably,BH-14,4610.47,848.609
560,Saturday,27-12-25,37176,36,Al Fayrouz,DPL,25-12-25,,,51.506,Fill,G0-1,BH-7,,LAYER-2,7,,,APPROVED AS NOTED,DONE,2,EIDG,2,,,,,South Sector,16-01-26,EL-Nada EL-Saadany,BH-8,1137.18,451.199
561,Saturday,27-12-25,37175,36,Mecca Contracting,DPL,25-12-25,,,47.23,Fill,G0-1,BH-44,,LAYER-9,12,,,APPROVED AS NOTED,DONE,2,EIDG,2,,,,,South Sector,16-01-26,Orascom,BH-3,3509.67,1201.038
562,Saturday,27-12-25,37174,36,Hesham Araby,DPL,25-12-25,,,50.27,Fill,G0-1,BH-43,,LAYER-1,10,,,APPROVED AS NOTED,DONE,2,EIDG,2,,,,,North Sector,17-01-26,Al Anoud Al Arabia,BH-42,4951.82,0
563,Saturday,27-12-25,37173,36,Al Qahira,DPL,25-12-25,,,50.096,Fill,G0-1,BH-32,,LAYER-8,8,,,APPROVED AS NOTED,DONE,2,EIDG,2,,,,,North Sector,17-01-26,Inshaa,BH-38,2750.22,1011.996
564,Saturday,27-12-25,37172,36,Kamal Al Salmy,DPL,25-12-25,,,47.84,Fill,G0-1,BH-31,,LAYER-2,8,,,APPROVED AS NOTED,DONE,2,EIDG,2,,,,,North Sector,17-01-26,Orascom,BH-29,9664.76,1294.388
565,Saturday,27-12-25,37171,36,Al Anoud Al Arabia,DPL,25-12-25,,,48.61,Fill,G0-1,BH-42,,LAYER-6,5,,,APPROVED AS NOTED,DONE,2,EIDG,2,,,,,South Sector,17-01-26,Al Amal,BH-23,5250.87,482.59
566,Sunday,21-12-25,36888,36,Inshaa,PLATE LOAD,20-12-25,,,,Fill,G0-1,BH-38,,32.75,1,,,APPROVED AS NOTED,DONE,3,BONYAN MISR,1,,,,,South Sector,17-01-26,Al Amal,BH-18,1102.57,415.124
567,Sunday,21-12-25,36887,36,Inshaa,PLATE LOAD,20-12-25,,,,Fill,G0-1,BH-38,,32.75,1,,,APPROVED AS NOTED,DONE,3,BONYAN MISR,1,,,,,South Sector,17-01-26,Al Anoud Al Arabia,BH-7-1,3384.45,1135.855
568,Sunday,21-12-25,36831,36,Inshaa,PLATE LOAD,20-12-25,,,,Fill,G0-1,BH-38,,32.75,1,,,APPROVED AS NOTED,DONE,3,BONYAN MISR,1,,,,,South Sector,17-01-26,Al Arabia Contracting,BH-24,866.25,455.309
569,Sunday,21-12-25,36868,36,Abnaa Khalifa,PLATE LOAD,19-12-25,,,,Fill,G0-1,BH-3,,35.2,1,,,APPROVED AS NOTED,DONE,5,CEL,2,,,,,South Sector,17-01-26,Al Ittihadiya,BH-1,2965.08,1227.242
570,Sunday,21-12-25,36867,36,Abnaa Khalifa,PLATE LOAD,19-12-25,,,,Fill,G0-1,BH-3,,35.2,1,,,APPROVED AS NOTED,DONE,5,CEL,2,,,,,South Sector,17-01-26,Al Magd Contracting,BH-15,1580.33,474.467
571,Sunday,21-12-25,36866,36,Abnaa Khalifa,PLATE LOAD,19-12-25,,,,Fill,G0-1,BH-3,,35.2,1,,,APPROVED AS NOTED,DONE,5,CEL,2,,,,,South Sector,17-01-26,EL Nessr El Araby,BH-16-1,995.25,452.294
572,Sunday,21-12-25,36870,36,Al Ikhlas Mohamed Abdelwahab,PLATE LOAD,18-12-25,,,,Fill,G0-1,BH-12,,44.75,1,,,APPROVED AS NOTED,DONE,6,CEDC,3,,,,,South Sector,17-01-26,Karim Salam,BH-4,4589.75,1279.078
573,Saturday,20-12-25,36756,36,Fayek Office,DPL,19-12-25,,,52.315,Fill,G0-1,BH-35,,LAYER-3,7,,,APPROVED AS NOTED,DONE,2,EIDG,1,,,,,South Sector,17-01-26,Mokhtar EL-Shenawy,BH-11-1,475.29,528.49
574,Sunday,21-12-25,36862,36,Abnaa Khalifa,PLATE LOAD,19-12-25,,,,Fill,G0-1,BH-3,,35.2,1,,,APPROVED AS NOTED,DONE,3,BONYAN MISR,2,,,,,South Sector,17-01-26,Orascom,BH-3,6302.98,1201.038
575,Sunday,21-12-25,36865,36,Abnaa Khalifa,PLATE LOAD,19-12-25,,,,Fill,G0-1,BH-3,,35.2,1,,,APPROVED AS NOTED,DONE,3,BONYAN MISR,2,,,,,South Sector,17-01-26,Port Said West,BH-12,2254.44,902.862
576,Sunday,21-12-25,36864,36,Abnaa Khalifa,PLATE LOAD,19-12-25,,,,Fill,G0-1,BH-3,,35.2,1,,,APPROVED AS NOTED,DONE,3,BONYAN MISR,2,,,,,North Sector,18-01-26,Al Anoud Al Arabia,BH-42,4215.35,0
577,Saturday,20-12-25,36733,36,Fayek Office,DPL,18-12-25,,,46.68,Fill,G0-1,BH-35,,LAYER-2,2,,,APPROVED AS NOTED,DONE,2,EIDG,2,,,,,North Sector,18-01-26,Al Qahira,BH-32,3700,0
578,Saturday,20-12-25,36741,36,Fayek Office,DPL,18-12-25,,,31.6,Fill,G0-1,BH-35,,LAYER-2,2,,,REVISE,DONE,2,EIDG,2,,,,,North Sector,18-01-26,Fayek Office,BH-35,4570.16,1190.082
579,Monday,22-12-25,36917,36,Fayek Office,DPL,21-12-25,,,22.28,Fill,G0-1,BH-35,,LAYER-4,4,,,REVISE,DONE,2,EIDG,1,,,,,North Sector,18-01-26,Kamal Al Salmy,BH-31,2311.49,693.702
580,Monday,22-12-25,36912,36,Fayek Office,DPL,21-12-25,,,22.28,Fill,G0-1,BH-35,,LAYER-4,4,,,REVISE,DONE,2,EIDG,1,,,,,North Sector,18-01-26,Mecca Contracting,BH-44,7512.01,797.231
581,Tuesday,23-12-25,36952,36,Al Alamiya,DPL,22-12-25,,,55.82,Fill,G0-1,BH-28,,LAYER-3,11,,,APPROVED AS NOTED,DONE,2,EIDG,1,,,,,North Sector,18-01-26,Mokhtar EL-Shenawy,BH-44-1,5795.11,805.263
582,Saturday,27-12-25,37196,36,Abnaa Khalifa,PLATE LOAD,24-12-25,,,,Fill,G0-1,BH-3,,36.2,1,,,APPROVED AS NOTED,DONE,6,CEDC,3,,,,,North Sector,18-01-26,Orascom,BH-30,2805.24,1248.282
583,Saturday,27-12-25,37124,36,Fayek Office,PLATE LOAD,23-12-25,,,,Fill,G0-1,BH-35,,30.75,1,,,APPROVED AS NOTED,DONE,3,BONYAN MISR,4,,,,,South Sector,18-01-26,Abnaa Mohamed Badawy,BH-10,1155.13,0
584,Thursday,25-12-25,37069,36,Abnaa Khalifa,PLATE LOAD,23-12-25,,,,Fill,G0-1,BH-3,,36.2,1,,,REVISE,DONE,6,CEDC,2,,,,,South Sector,18-01-26,Al Amal,BH-18,1567.3,415.124
585,Thursday,25-12-25,37068,36,Abnaa Khalifa,PLATE LOAD,23-12-25,,,,Fill,G0-1,BH-3,,36.2,1,,,REVISE,DONE,6,CEDC,2,,,,,South Sector,18-01-26,Al Anoud Al Arabia,BH-7-1,2197.16,1135.855
586,Thursday,25-12-25,37067,36,Abnaa Khalifa,PLATE LOAD,23-12-25,,,,Fill,G0-1,BH-3,,36.2,1,,,APPROVED AS NOTED,DONE,6,CEDC,2,,,,,South Sector,18-01-26,Al Arabia Contracting,BH-24,1043.73,455.309
587,Thursday,25-12-25,37070,36,Abnaa Khalifa,PLATE LOAD,23-12-25,,,,Fill,G0-1,BH-3,,36.2,1,,,APPROVED AS NOTED,DONE,6,CEDC,2,,,,,South Sector,18-01-26,Benaa,BH-9,2797.07,554.283
588,Sunday,28-12-25,37200,36,Orascom,PLATE LOAD,24-12-25,,,,Fill,G0-1,BH-30,,30.75,1,,,APPROVED AS NOTED,DONE,3,BONYAN MISR,4,,,,,South Sector,18-01-26,EL Nessr El Araby,BH-16-1,995.25,452.294
589,Sunday,28-12-25,37199,36,Al Ittihadiya,PLATE LOAD,24-12-25,,,,Fill,G0-1,BH-2,,24.2,1,,,APPROVED AS NOTED,DONE,3,BONYAN MISR,4,,,,,South Sector,18-01-26,Karim Salam,BH-4,1314.28,1279.078
590,Sunday,28-12-25,37206,36,Al Ikhlas Mohamed Abdelwahab,PLATE LOAD,24-12-25,,,,Fill,G0-1,BH-12,,45.25,1,,,APPROVED AS NOTED,DONE,6,CEDC,4,,,,,South Sector,18-01-26,Orascom,BH-3,2845.03,1201.038
591,Sunday,28-12-25,37205,36,Al Magd Contracting,PLATE LOAD,26-12-25,,,,Fill,G0-1,BH-15,,49.75,1,,,REVISE,DONE,6,CEDC,2,,,,,South Sector,18-01-26,Port Said West,BH-12,1407.83,902.862
592,Sunday,28-12-25,37204,36,Al Magd Contracting,PLATE LOAD,26-12-25,,,,Fill,G0-1,BH-15,,49.75,1,,,REVISE,DONE,6,CEDC,2,,,,,South Sector,18-01-26,Sinai,BH-8,3846.42,0
593,Sunday,28-12-25,37203,36,Al Magd Contracting,PLATE LOAD,26-12-25,,,,Fill,G0-1,BH-15,,49.75,1,,,APPROVED AS NOTED,DONE,3,BONYAN MISR,2,,,,,North Sector,19-01-26,Al Qahira,BH-32,2698,0
594,Sunday,28-12-25,37202,36,Abnaa Khalifa,PLATE LOAD,24-12-25,,,,Fill,G0-1,BH-3,,36.2,1,,,APPROVED AS NOTED,DONE,3,BONYAN MISR,4,,,,,North Sector,19-01-26,Al Salmy,BH-31-1,4236.54,0
595,Sunday,28-12-25,37201,36,Orascom,PLATE LOAD,24-12-25,,,,Fill,G0-1,BH-30,,30.75,1,,,REVISE,DONE,3,BONYAN MISR,4,,,,,North Sector,19-01-26,Fayek Office,BH-35,4243.7,1190.082
596,Sunday,28-12-25,37214,36,Al Ittihadiya,PLATE LOAD,24-12-25,,,,Fill,G0-1,BH-2,,24.2,1,,,REVISE,DONE,3,BONYAN MISR,4,,,,,North Sector,19-01-26,Inshaa,BH-38,5301.22,1011.996
597,Sunday,28-12-25,37213,36,Orascom,PLATE LOAD,24-12-25,,,,Fill,G0-1,BH-30,,30.75,1,,,APPROVED AS NOTED,DONE,3,BONYAN MISR,4,,,,,North Sector,19-01-26,Mecca Contracting,BH-44,829.19,797.231
598,Sunday,28-12-25,37211,36,Al Fayrouz,PLATE LOAD,25-12-25,,,,Fill,G0-1,BH-7,,34.25,1,,,APPROVED AS NOTED,DONE,6,CEDC,3,,,,,North Sector,19-01-26,Orascom,BH-30,4034.09,1248.282
599,Sunday,28-12-25,37210,36,Al Ikhlas Mohamed Abdelwahab,PLATE LOAD,25-12-25,,,,Fill,G0-1,BH-12,,45.25,1,,,APPROVED AS NOTED,DONE,6,CEDC,3,,,,,North Sector,19-01-26,Orascom,BH-29,7087.65,1294.388
600,Sunday,28-12-25,37209,36,Orascom,PLATE LOAD,24-12-25,,,,Fill,G0-1,BH-30,,30.75,1,,,REVISE,DONE,6,CEDC,4,,,,,South Sector,19-01-26,Al Amal,BH-23,5830.37,482.59
601,Sunday,28-12-25,37208,36,Al Ikhlas Mohamed Abdelwahab,PLATE LOAD,24-12-25,,,,Fill,G0-1,BH-12,,45.25,1,,,REVISE,DONE,6,CEDC,4,,,,,South Sector,19-01-26,Al Amal,BH-18,3093.69,415.124
602,Sunday,28-12-25,37207,36,Al Ikhlas Mohamed Abdelwahab,PLATE LOAD,24-12-25,,,,Fill,G0-1,BH-12,,45.25,1,,,REVISE,DONE,6,CEDC,4,,,,,South Sector,19-01-26,Al Anoud Al Arabia,BH-7-1,1904.07,1135.855
603,Monday,29-12-25,37215,36,Kamal Al Salmy,DPL,27-12-25,,,50.2,Fill,G0-1,BH-31,,LAYER-4,8,,,APPROVED AS NOTED,DONE,2,EIDG,2,,,,,South Sector,19-01-26,Al Forsan,BH-20,3333.44,134.64
604,Monday,29-12-25,37216,36,Al Qahira,DPL,27-12-25,,,60.84,Fill,G0-1,BH-32,,LAYER-9,7,,,APPROVED AS NOTED,DONE,2,EIDG,2,,,,,South Sector,19-01-26,Al Tawakkol,BH-22,2525.52,536.291
605,Monday,29-12-25,37218,36,Hesham Araby,DPL,27-12-25,,,46.16,Fill,G0-1,BH-43,,LAYER-3,7,,,APPROVED AS NOTED,DONE,2,EIDG,2,,,,,South Sector,19-01-26,Benaa,BH-9,2839.22,554.283
606,Monday,29-12-25,37219,36,Al Emaratiya Company,DPL,27-12-25,,,45.98,Fill,G0-1,BH-40,,LAYER-5,18,,,APPROVED AS NOTED,DONE,2,EIDG,2,,,,,South Sector,19-01-26,EL Nessr El Araby,BH-17-1,3229.75,414.805
607,Monday,29-12-25,37220,36,Al Salmy,DPL,27-12-25,,,48.41,Fill,G0-1,BH-31-1,,LAYER-9,10,,,APPROVED AS NOTED,DONE,2,EIDG,2,,,,,South Sector,19-01-26,EL-Nada EL-Saadany,BH-8,4511.93,451.199
608,Monday,29-12-25,37222,36,Abdel Ghany,DPL,25-12-25,,,49.48,Fill,G0-1,BH-19,,LAYER-1,5,,,APPROVED AS NOTED,DONE,2,EIDG,4,,,,,South Sector,19-01-26,Karim Salam,BH-4,1314.28,1279.078
609,Monday,29-12-25,37223,36,Abdel Ghany,DPL,26-12-25,,,49.48,Fill,G0-1,BH-19,,LAYER-2,5,,,APPROVED AS NOTED,DONE,2,EIDG,3,,,,,South Sector,19-01-26,Orascom,BH-3,6214.57,1201.038
610,Monday,29-12-25,37224,36,Gamal Shaaban,DPL,27-12-25,,,48.5,Fill,G0-1,BH-46,,LAYER-2,5,,,APPROVED AS NOTED,DONE,2,EIDG,2,,,,,South Sector,19-01-26,Port Said West,BH-12,1829.24,902.862
611,Monday,29-12-25,37228,36,Inshaa,DPL,27-12-25,,,48.16,Fill,G0-1,BH-38,,LAYER-7,6,,,APPROVED AS NOTED,DONE,2,EIDG,2,,,,,North Sector,20-01-26,Al Anoud Al Arabia,BH-42,4951.82,0
612,Monday,29-12-25,37229,36,Sinai,DPL,27-12-25,,,72.88,Fill,G0-1,BH-8,,LAYER-2,5,,,APPROVED AS NOTED,DONE,2,EIDG,2,,,,,North Sector,20-01-26,Al Qahira,BH-32,2175,0
613,Monday,29-12-25,37230,36,Sinai,DPL,27-12-25,,,49.49,Fill,G0-1,BH-8,,LAYER-1,7,,,APPROVED AS NOTED,DONE,2,EIDG,2,,,,,North Sector,20-01-26,Inshaa,BH-38,2563.22,1011.996
614,Monday,29-12-25,37231,36,Kamal Al Salmy,DPL,27-12-25,,,46.4,Fill,G0-1,BH-31,,LAYER-3,7,,,APPROVED AS NOTED,DONE,2,EIDG,2,,,,,North Sector,20-01-26,Kamal Al Salmy,BH-31,4424.65,693.702
615,Monday,29-12-25,37232,36,Al Amal,DPL,27-12-25,,,47.25,Fill,G0-1,BH-18,,LAYER-20,5,,,APPROVED AS NOTED,DONE,2,EIDG,2,,,,,North Sector,20-01-26,Mecca Contracting,BH-44,1047.83,797.231
616,Monday,29-12-25,37233,36,Orascom,DPL,27-12-25,,,48.82,Fill,G0-1,BH-29,,LAYER-13,8,,,APPROVED AS NOTED,DONE,2,EIDG,2,,,,,North Sector,20-01-26,Orascom,BH-30,6735.85,1248.282
617,Monday,29-12-25,37234,36,Orascom,DPL,27-12-25,,,58.6,Fill,G0-1,BH-30,,LAYER-12,8,,,APPROVED AS NOTED,DONE,2,EIDG,2,,,,,North Sector,20-01-26,Orascom,BH-29,8904.07,1294.388
618,Monday,29-12-25,37235,36,Al Fayrouz,DPL,27-12-25,,,57.14,Fill,G0-1,BH-7,,LAYER-5,8,,,APPROVED AS NOTED,DONE,2,EIDG,2,,,,,South Sector,20-01-26,Al Amal,BH-18,597.8,618.323
619,Monday,29-12-25,37236,36,Al Ikhlas Mohamed Abdelwahab,DPL,27-12-25,,,46.78,Fill,G0-1,BH-12,,LAYER-11,3,,,APPROVED AS NOTED,DONE,2,EIDG,2,,,,,South Sector,20-01-26,Al Amal,BH-23,2400.6,482.59
620,Monday,29-12-25,37237,36,Benaa,DPL,27-12-25,,,44.93,Fill,G0-1,BH-9,,LAYER-3,2,,,APPROVED AS NOTED,DONE,2,EIDG,2,,,,,South Sector,20-01-26,Al Amal,BH-18,1413.25,415.124
621,Monday,29-12-25,37238,36,Al Nada,DPL,27-12-25,,,53.44,Fill,G0-1,BH-8-1,,LAYER-4,6,,,APPROVED AS NOTED,DONE,2,EIDG,2,,,,,South Sector,20-01-26,Al Anoud Al Arabia,BH-7-1,3355.95,1135.855
622,Monday,29-12-25,37239,36,Al Nada,DPL,27-12-25,,,50.99,Fill,G0-1,BH-8-1,,LAYER-2,3,,,APPROVED AS NOTED,DONE,2,EIDG,2,,,,,South Sector,20-01-26,Al Arabia Contracting,BH-24,1012.19,455.309
623,Monday,29-12-25,37240,36,Benaa,DPL,27-12-25,,,54.16,Fill,G0-1,BH-9,,LAYER-2,4,,,APPROVED AS NOTED,DONE,2,EIDG,2,,,,,South Sector,20-01-26,Al Ittihadiya,BH-1,4442.69,1227.242
624,Monday,29-12-25,37241,36,Al Magd Contracting,DPL,27-12-25,,,52.77,Fill,G0-1,BH-15,,LAYER-2,2,,,APPROVED AS NOTED,DONE,2,EIDG,2,,,,,South Sector,20-01-26,EL Gharably,BH-14,4545.11,848.609
625,Monday,29-12-25,37242,36,Al Magd Contracting,DPL,27-12-25,,,53.004,Fill,G0-1,BH-15,,LAYER-4,5,,,APPROVED AS NOTED,DONE,2,EIDG,2,,,,,South Sector,20-01-26,EL Nessr El Araby,BH-16-1,2193.25,452.294
626,Monday,29-12-25,37248,36,Al Ikhlas Mohamed Abdelwahab,DPL,27-12-25,,,49.86,Fill,G0-1,BH-12,,LAYER-11,4,,,APPROVED AS NOTED,DONE,2,EIDG,2,,,,,South Sector,20-01-26,EL-Nada EL-Saadany,BH-8,400.76,451.199
627,Wednesday,31-12-25,37370,36,Orascom,SOIL,15-12-25,A-4,47.40%,,Bottom of excavation,G0-1,BH-29,,,1,Sieve analysis,,APPROVED AS NOTED,DONE,2,EIDG,16,,,,,South Sector,20-01-26,Karim Salam,BH-4,4544.39,1279.078
628,Wednesday,31-12-25,37371,36,Orascom,SOIL,11-12-25,A-1-B,9.60%,,Bottom of excavation,G0-1,BH-29,,,1,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,EIDG,20,,,,,South Sector,20-01-26,Mokhtar EL-Shenawy,BH-11-1,492.89,528.49
629,Wednesday,31-12-25,37372,36,Al Emaratiya Company,SOIL,10-12-25,A-4,39.80%,,Bottom of excavation,G0-1,BH-40,,,1,Sieve analysis,,APPROVED AS NOTED,DONE,2,EIDG,21,,,,,South Sector,20-01-26,Orascom,BH-3,3203.24,1201.038
630,Wednesday,31-12-25,37373,36,Al Tawakkol,SOIL,19-12-25,A-4,54.20%,,Bottom of excavation,G0-1,BH-22,,,1,Sieve analysis,,APPROVED AS NOTED,DONE,2,EIDG,12,,,,,South Sector,20-01-26,Sinai,BH-8,3846.42,0
631,Wednesday,31-12-25,37374,36,Al Tawakkol,SOIL,15-12-25,A-4,56.60%,,Bottom of excavation,G0-1,BH-22,,,1,Sieve analysis,,APPROVED AS NOTED,DONE,2,EIDG,16,,,,,North Sector,21-01-26,Al Omraniya,BH-33,5085.24,1173.358
632,Wednesday,31-12-25,37375,36,Al Tawakkol,SOIL,19-12-25,A-4,53.20%,,Bottom of excavation,G0-1,BH-22,,,1,Sieve analysis,,APPROVED AS NOTED,DONE,2,EIDG,12,,,,,North Sector,21-01-26,Al Qahira,BH-32,1925,0
633,Wednesday,31-12-25,37376,36,Al Salmy,SOIL,06-12-25,A-4,37.30%,,Bottom of excavation,G0-1,BH-31-1,,,1,Sieve analysis,,APPROVED AS NOTED,DONE,2,EIDG,25,,,,,North Sector,21-01-26,Fayek Office,BH-35,4525.54,1190.082
634,Wednesday,31-12-25,37377,36,Al Salmy,SOIL,06-12-25,A-4,42.70%,,Bottom of excavation,G0-1,BH-31-1,,,1,Sieve analysis,,APPROVED AS NOTED,DONE,2,EIDG,25,,,,,North Sector,21-01-26,Inshaa,BH-38,3093.01,1011.996
635,Wednesday,31-12-25,37378,36,Al Salmy,SOIL,06-12-25,A-4,37.30%,,Bottom of excavation,G0-1,BH-31-1,,,1,Sieve analysis,,APPROVED AS NOTED,DONE,2,EIDG,25,,,,,North Sector,21-01-26,Inshaa,BH-46-1,673.9,0
