No,Day,Date( SUB),serial,Battalion,Company Name,Test Type,Date ( test),Classification,#200,AVERAGE VALUE,Sampling Location,Zone,ELMENT,BUILDING,layer ,Number of Tests,Performed Test ,Area(m2),sample status,Document Status,NUM. OF PAGES,Done BY,DURATION,Company ,Executed Quantity,Total Quantity,Required Quantity,Sectoer,Date (Daily),Contractor,Element (all),Executed Quantity (m3),Target Daily Rate
0,Tuesday,09-12-25,36428,36,Karim Salam,DPL,08-12-25,,,48.05,Fill,G0-1,BH-4,,LAYER-3,11,,,APPROVED AS NOTED,DONE,2,EIDG,1,Kamal Al Salmy,151226.7577,151227.0334,30.2,South Sector,26-11-25,Al Amal,BH-18,1127.12,618.323
1,Tuesday,09-12-25,36429,36,Abnaa Khalifa,DPL,08-12-25,,,48.89,Fill,G0-1,BH-3,,LAYER-2,13,,,APPROVED AS NOTED,DONE,2,EIDG,1,Al Salmy,125545.073,125545.073,25.1,South Sector,27-11-25,Al Amal,BH-18,1127.12,618.323
2,Tuesday,09-12-25,36425,36,Al Masriya for Construction & Development,DPL,08-12-25,,,                                                                                                                                                                                         ,Fill,G0-1,BH-17,,LAYER-2,4,,,APPROVED AS NOTED,DONE,2,EIDG,1,Al Qahira,170396.8516,170396.8516,34.1,North Sector,29-11-25,Orascom,BH-30,4386.12,1248.282
3,Tuesday,09-12-25,36426,36,Al Ikhlas Mohamed Abdelwahab,DPL,08-12-25,,,44.048,Fill,G0-1,BH-12,,LAYER-6,5,,,APPROVED AS NOTED,DONE,2,EIDG,1,Orascom,1014200.923,1040000.095,202.8,South Sector,29-11-25,Al Amal,BH-18,2520.44,618.323
4,Tuesday,09-12-25,36427,36,Al Qahira,DPL,08-12-25,,,48.69,Fill,G0-1,BH-32,,LAYER-1,5,,,APPROVED AS NOTED,DONE,2,EIDG,1,Al Omraniya,262184.909,263983.65,52.4,South Sector,29-11-25,Karim Salam,BH-4,550,1279.078
5,Tuesday,09-12-25,36430,36,Al Magd Contracting,DPL,08-12-25,,,47.72,Fill,G0-1,BH-15,,LAYER-1,2,,,APPROVED AS NOTED,DONE,2,EIDG,1,Sky Line,86543.62925,86543.9345,17.3,South Sector,29-11-25,Port Said West,BH-12,1619.04,902.862
6,Tuesday,09-12-25,36432,36,Mecca Contracting,DPL,08-12-25,,,49.18,Fill,G0-1,BH-44,,LAYER-3,2,,,APPROVED AS NOTED,DONE,2,EIDG,1,Al Shorouk Sun Rise,160487.744,164405.766,32.1,North Sector,30-11-25,Orascom,BH-30,6800.12,1248.282
7,Tuesday,09-12-25,36431,36,Karim Salam,DPL,08-12-25,,,50.84,Fill,G0-1,BH-4,,LAYER-6,6,,,APPROVED AS NOTED,DONE,2,EIDG,1,Fayek Office,259438.035,259437.945,51.9,South Sector,30-11-25,Al Ittihadiya,BH-1,1367,1227.242
8,Tuesday,09-12-25,36433,36,Al Nada,DPL,08-12-25,,,39.62,Fill,G0-1,BH-8-1,,LAYER-4,19,,,REVISE,DONE,2,EIDG,1,Saad Sheita,70184.60925,70184.60925,14,South Sector,30-11-25,EL Gharably,BH-14,681.51,848.609
9,Tuesday,09-12-25,36434,36,Inshaa,DPL,09-12-25,,,39.92,Fill,G0-1,BH-38,,LAYER-1,9,,,REVISE,DONE,2,EIDG,0,Mokhtar EL-Shenawy,669849.3525,693346.9094,134,South Sector,30-11-25,Karim Salam,BH-4,1608.48,1279.078
10,Tuesday,09-12-25,36435,36,Inshaa,DPL,09-12-25,,,39.125,Fill,G0-1,BH-38,,LAYER-1,5,,,REVISE,DONE,2,EIDG,0,Inshaa,307922.6293,307923.0423,61.6,North Sector,01-12-25,Mecca Contracting,BH-44,613.97,797.231
11,Tuesday,09-12-25,36436,36,Inshaa,DPL,09-12-25,,,49.83,Fill,G0-1,BH-38,,LAYER-1,5,,,APPROVED AS NOTED,DONE,2,EIDG,0,MTR for Import,272598.1005,272598.1005,54.5,North Sector,01-12-25,Orascom,BH-30,3563.06,1248.282
12,Tuesday,09-12-25,36437,36,Orascom,DPL,08-12-25,,,52.22,Fill,G0-1,BH-30,,LAYER-5,12,,,APPROVED AS NOTED,DONE,2,EIDG,1,Al Emaratiya Company,161936.1805,161936.1805,32.4,South Sector,01-12-25,Al Amal,BH-18,3563.06,618.323
13,Friday,05-12-25,36303,36,Karim Salam,DPL,04-12-25,,,72.26,Fill,G0-1,BH-4,,LAYER-1,4,,,APPROVED AS NOTED,DONE,2,EIDG,1,Elhorya,129423.413,129423.413,25.9,South Sector,01-12-25,EL Gharably,BH-14,1446.49,848.609
14,Friday,05-12-25,36305,36,Al Ittihadiya,DPL,04-12-25,,,45.506,Fill,G0-1,BH-1,,LAYER-2,6,,,APPROVED AS NOTED,DONE,2,EIDG,1,EL-Hoda,118331.641,118331.641,23.7,South Sector,01-12-25,Karim Salam,BH-4,3026.3,1279.078
15,Friday,05-12-25,36352,36,Orascom,SOIL,04-12-25,A-2-4,20.40%,,Stockpile,G0-1,,,,1,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,EIDG,1,Al Alamiya,171226.2975,171226.3505,34.2,South Sector,01-12-25,Port Said West,BH-12,1619.04,902.862
16,Saturday,06-12-25,36349,36,Orascom,SOIL,30-11-25,A-4,36.90%,,Bottom of excavation,G0-1,BH-29,,,1,Sieve analysis,,APPROVED AS NOTED,DONE,2,EIDG,6,Al Ittihadiya,300582.1754,305038.7594,60.1,North Sector,02-12-25,Mecca Contracting,BH-44,1534.92,797.231
17,Saturday,06-12-25,36356,36,Abnaa Khalifa,SOIL,28-11-25,A-4,84.40%,,Bottom of excavation,G0-1,BH-3,,,1,Sieve analysis,,APPROVED AS NOTED,DONE,2,EIDG,8,Al Anoud Al Arabia,523597.4012,523598.0657,104.7,North Sector,02-12-25,Orascom,BH-30,4568,1248.282
18,Saturday,06-12-25,36355,36,Abnaa Khalifa,SOIL,28-11-25,A-4,53.20%,,Bottom of excavation,G0-1,BH-3,,,1,Sieve analysis,,APPROVED AS NOTED,DONE,2,EIDG,8,Sinai,110389.2517,110389.2517,22.1,North Sector,02-12-25,Orascom,BH-29,338.27,1294.388
19,Saturday,06-12-25,36354,36,Abnaa Khalifa,SOIL,02-12-25,A-4,85.60%,,Bottom of excavation,G0-1,BH-3,,,1,Sieve analysis,,APPROVED AS NOTED,DONE,2,EIDG,4,EL-Nada EL-Saadany,98361.40955,98361.40955,19.7,South Sector,02-12-25,EL Gharably,BH-14,2345.01,848.609
20,Saturday,06-12-25,36535,36,Abnaa Khalifa,SOIL,02-12-25,A-4,68.40%,,Bottom of excavation,G0-1,BH-3,,,1,Sieve analysis,,APPROVED AS NOTED,DONE,2,EIDG,4,Abnaa Mohamed Badawy,70805.48,70805.48,14.2,South Sector,02-12-25,EL-Nada EL-Saadany,BH-8,1758.04,451.199
21,Saturday,06-12-25,36346,36,Al Masriya for Construction & Development,SOIL,01-12-25,A-4,87.00%,,Bottom of excavation,G0-1,BH-17,,,1,Sieve analysis,,APPROVED AS NOTED,DONE,2,EIDG,5,Al Moassasa Al Masriya Al Motahida,114134.7655,114134.7655,22.8,South Sector,02-12-25,Karim Salam,BH-4,3021.5,1279.078
22,Saturday,06-12-25,36345,36,Al Masriya for Construction & Development,SOIL,01-12-25,A-4,81.60%,,Bottom of excavation,G0-1,BH-17,,,1,Sieve analysis,,APPROVED AS NOTED,DONE,2,EIDG,5,Mecca Contracting,173796.4556,173796.4556,34.8,South Sector,02-12-25,Port Said West,BH-12,1619.04,902.862
23,Saturday,06-12-25,36344,36,Al Masriya for Construction & Development,SOIL,01-12-25,A-4,78.80%,,Bottom of excavation,G0-1,BH-17,,,1,Sieve analysis,,APPROVED AS NOTED,DONE,2,EIDG,5,Benaa,114690.7433,115845.187,22.9,North Sector,03-12-25,Orascom,BH-30,7521,1248.282
24,Tuesday,02-12-25,36253,36,Karim Salam,DPL,01-12-25,,,49.33,Fill,G0-1,BH-4,,LAYER-3,4,,,APPROVED AS NOTED,DONE,2,EIDG,1,Cleopatra,134346.6365,134346.6365,26.9,North Sector,03-12-25,Orascom,BH-29,945.67,1294.388
25,Tuesday,02-12-25,36252,36,Karim Salam,DPL,01-12-25,,,47.88,Fill,G0-1,BH-4,,LAYER-1,5,,,APPROVED AS NOTED,DONE,2,EIDG,1,Al Magd Contracting,95809.8005,95810,19.2,South Sector,03-12-25,Al Amal,BH-18,3563.06,618.323
26,Tuesday,02-12-25,36251,36,Benyan,DPL,01-12-25,,,45.061,Fill,G0-1,BH-14,,LAYER-2,5,,,APPROVED AS NOTED,DONE,2,EIDG,1,EL Gharably,250784.022,270147.719,50.2,South Sector,03-12-25,EL-Nada EL-Saadany,BH-8,1758,451.199
27,Tuesday,02-12-25,36250,36,Al Amal,DPL,01-12-25,,,50.86,Fill,G0-1,BH-18,,LAYER-5,14,,,APPROVED AS NOTED,DONE,2,EIDG,1,Karim Salam,265680.4214,278838.9314,53.1,South Sector,03-12-25,Karim Salam,BH-4,3021.5,1279.078
28,Tuesday,02-12-25,36241,36,Mecca Contracting,DPL,01-12-25,,,51.22,Fill,G0-1,BH-44,,LAYER-1,2,,,APPROVED AS NOTED,DONE,2,EIDG,1,Al Nada,87019.22765,87018.75,17.4,North Sector,04-12-25,Mecca Contracting,BH-44,3955.38,797.231
29,Tuesday,02-12-25,36240,36,Orascom,DPL,02-12-25,,,46.37,Fill,G0-1,BH-30,,LAYER-2,8,,,APPROVED AS NOTED,DONE,2,EIDG,0,EL-Batal,67140.67775,67141,13.4,South Sector,04-12-25,Al Ittihadiya,BH-1,3895.14,1227.242
30,Tuesday,02-12-25,36220,36,Al Ikhlas Mohamed Abdelwahab,DPL,30-11-25,,,45.85,Fill,G0-1,BH-12,,LAYER-2,4,,,APPROVED AS NOTED,DONE,2,EIDG,2,Gamal Shaaban,126285.313,126285,25.3,South Sector,04-12-25,EL Gharably,BH-14,3085.5,848.609
31,Tuesday,02-12-25,36177,36,Mecca Contracting,SOIL,29-11-25,A-2-4,19.80%,,Bottom of excavation,G0-1,BH-44,,,1,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,EIDG,3,EL Gharably,110604.1575,115974,22.1,South Sector,04-12-25,EL Nessr El Araby,BH-17-1,2349.19,414.805
32,Tuesday,02-12-25,36174,36,Al Ikhlas Mohamed Abdelwahab,SOIL,26-11-25,A-2-4,16.80%,,Stockpile,G0-1,,,,1,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,EIDG,6,Port Said West,261411.4222,261411.9192,52.3,South Sector,04-12-25,Karim Salam,BH-4,1299.48,1279.078
33,Tuesday,02-12-25,36173,36,Benaa,SOIL,26-11-25,A-2-4,16.40%,,Stockpile,G0-1,,,,1,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,EIDG,6,EL Nessr El Araby,189028.0913,189027.5158,37.8,South Sector,04-12-25,Port Said West,BH-12,1619.03,902.862
34,Tuesday,02-12-25,36183,36,Al Nada,SOIL,25-11-25,A-4,70.30%,,Bottom of excavation,G0-1,BH-8-1,,,1,Sieve analysis,,APPROVED AS NOTED,DONE,2,EIDG,7,Al Amal,347518.1513,368634.7869,69.5,North Sector,05-12-25,Orascom,BH-29,945.67,1294.388
35,Tuesday,02-12-25,36267,36,Benyan,DPL,02-12-25,,,46.355,Fill,G0-1,BH-14,,LAYER-3,7,,,APPROVED AS NOTED,DONE,2,EIDG,0,Al Tawakkol,116911.2195,116911.41,23.4,South Sector,05-12-25,Al Amal,BH-18,4699.82,618.323
36,Wednesday,03-12-25,36268,36,Mecca Contracting,DPL,02-12-25,,,46.019,Fill,G0-1,BH-44,,LAYER-2,6,,,APPROVED AS NOTED,DONE,2,EIDG,1,Al Forsan,57960.929,64337.132,11.6,South Sector,05-12-25,Al Ittihadiya,BH-1,4868.92,1227.242
37,Wednesday,03-12-25,36270,36,Orascom,DPL,02-12-25,,,49.131,Fill,G0-1,BH-30,,LAYER-3,5,,,APPROVED AS NOTED,DONE,2,EIDG,1,Al Arabia Contracting,94704.4025,94704.3195,18.9,South Sector,05-12-25,Orascom,BH-3,1326.89,1201.038
38,Wednesday,03-12-25,36269,36,Orascom,DPL,02-12-25,,,51.42,Fill,G0-1,BH-30,,LAYER-3,6,,,APPROVED AS NOTED,DONE,2,EIDG,1,,,,,North Sector,06-12-25,Mecca Contracting,BH-44,630.11,797.231
39,Wednesday,03-12-25,36260,36,Orascom,DPL,02-12-25,,,48.94,Fill,G0-1,BH-29,,LAYER-1,2,,,APPROVED AS NOTED,DONE,2,EIDG,1,,,,,North Sector,06-12-25,Orascom,BH-30,3687.51,1248.282
40,Wednesday,03-12-25,36273,36,Al Nada,DPL,02-12-25,,,49.37,Fill,G0-1,BH-8-1,,LAYER-1,8,,,APPROVED AS NOTED,DONE,2,EIDG,1,,,,,North Sector,06-12-25,Orascom,BH-29,2189.04,1294.388
41,Wednesday,03-12-25,36272,36,Karim Salam,DPL,03-12-25,,,46.17,Fill,G0-1,BH-4,,LAYER-4,5,,,APPROVED AS NOTED,DONE,2,EIDG,0,,,,,South Sector,06-12-25,EL-Nada EL-Saadany,BH-8,2376.76,451.199
42,Wednesday,03-12-25,36271,36,Al Ikhlas Mohamed Abdelwahab,DPL,02-12-25,,,42.76,Fill,G0-1,BH-12,,LAYER-3,5,,,APPROVED AS NOTED,DONE,2,EIDG,1,,,,,South Sector,06-12-25,Karim Salam,BH-4,2165.79,1279.078
43,Tuesday,02-12-25,36153,36,Al Nada,SOIL,25-11-25,A-4,68.00%,,Bottom of excavation,G0-1,BH-8-1,,,1,Sieve analysis,,APPROVED AS NOTED,DONE,2,EIDG,7,,,,,North Sector,07-12-25,Mecca Contracting,BH-44,4492.76,797.231
44,Tuesday,02-12-25,36155,36,Orascom,SOIL,25-11-25,A-4,61.10%,,Bottom of excavation,G0-1,BH-30,,,1,Sieve analysis,,APPROVED AS NOTED,DONE,2,EIDG,7,,,,,North Sector,07-12-25,Orascom,BH-29,3294.48,1294.388
45,Tuesday,02-12-25,36154,36,Orascom,SOIL,25-11-25,A-4,56.10%,,Bottom of excavation,G0-1,BH-30,,,1,Sieve analysis,,APPROVED AS NOTED,DONE,2,EIDG,7,,,,,South Sector,07-12-25,Al Amal,BH-18,4699.82,618.323
46,Tuesday,02-12-25,36171,36,Orascom,SOIL,28-11-25,A-2-4,33.80%,,Bottom of excavation,G0-1,BH-30,,,1,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,EIDG,4,,,,,South Sector,07-12-25,EL Gharably,BH-14,3518.64,848.609
47,Tuesday,02-12-25,36172,36,Orascom,SOIL,28-11-25,A-4,39.00%,,Bottom of excavation,G0-1,BH-30,,,1,Sieve analysis,,APPROVED AS NOTED,DONE,2,EIDG,4,,,,,South Sector,07-12-25,EL Nessr El Araby,BH-17-1,1521.26,414.805
48,Friday,05-12-25,36301,36,Benyan,DPL,04-12-25,,,57.38,Fill,G0-1,BH-14,,LAYER-4,12,,,APPROVED AS NOTED,DONE,2,EIDG,1,,,,,South Sector,07-12-25,Port Said West,BH-12,6755.26,902.862
49,Friday,05-12-25,36291,36,Al Nada,DPL,04-12-25,,,42.99,Fill,G0-1,BH-8-1,,LAYER-2,3,,,APPROVED AS NOTED,DONE,2,EIDG,1,,,,,North Sector,08-12-25,Al Qahira,BH-32,1898.12,0
50,Friday,05-12-25,36299,36,Mecca Contracting,DPL,04-12-25,,,45.31,Bottom of excavation,G0-1,BH-44,,LAYER-0,2,,,APPROVED AS NOTED,DONE,2,EIDG,1,,,,,North Sector,08-12-25,Inshaa,BH-38,2454.43,1011.996
51,Monday,08-12-25,36403,36,Mecca Contracting,DPL,07-12-25,,,45.32,Fill,G0-1,BH-44,,LAYER-2,12,,,APPROVED AS NOTED,DONE,2,EIDG,1,,,,,North Sector,08-12-25,Mecca Contracting,BH-44,537.38,797.231
52,Monday,08-12-25,36404,36,Orascom,DPL,07-12-25,,,45.36,Fill,G0-1,BH-29,,LAYER-6,7,,,APPROVED AS NOTED,DONE,2,EIDG,1,,,,,North Sector,08-12-25,Orascom,BH-30,4427.4,1248.282
53,Monday,08-12-25,36405,36,Orascom,DPL,07-12-25,,,46.91,Fill,G0-1,BH-29,,LAYER-5,7,,,APPROVED AS NOTED,DONE,2,EIDG,1,,,,,South Sector,08-12-25,Al Magd Contracting,BH-15,139.57,474.467
54,Monday,08-12-25,36406,36,Orascom,DPL,07-12-25,,,45.23,Bottom of excavation,G0-1,BH-29,,LAYER-0,3,,,APPROVED AS NOTED,DONE,2,EIDG,1,,,,,South Sector,08-12-25,EL Nessr El Araby,BH-17-1,2083.34,414.805
55,Monday,08-12-25,36407,36,Orascom,DPL,07-12-25,,,52.42,Bottom of excavation,G0-1,BH-30,,LAYER-0,5,,,APPROVED AS NOTED,DONE,2,EIDG,1,,,,,South Sector,08-12-25,Karim Salam,BH-4,6595.9,1279.078
56,Monday,08-12-25,36408,36,Al Masriya for Construction & Development,DPL,07-12-25,,,44.69,Fill,G0-1,BH-17,,LAYER-2,6,,,APPROVED AS NOTED,DONE,2,EIDG,1,,,,,South Sector,08-12-25,Orascom,BH-3,4834.99,1201.038
57,Monday,08-12-25,36409,36,Al Amal,DPL,07-12-25,,,50.037,Fill,G0-1,BH-18,,LAYER-8,15,,,APPROVED AS NOTED,DONE,2,EIDG,1,,,,,South Sector,08-12-25,Port Said West,BH-12,2355.47,902.862
58,Monday,08-12-25,36397,36,Al Qahira,DPL,07-12-25,,,49.92,Bottom of excavation,G0-1,BH-32,,LAYER-0,3,,,APPROVED AS NOTED,DONE,2,EIDG,1,,,,,North Sector,09-12-25,Mecca Contracting,BH-44,537.38,797.231
59,Monday,08-12-25,36398,36,Al Ikhlas Mohamed Abdelwahab,DPL,07-12-25,,,44.024,Fill,G0-1,BH-12,,LAYER-2,3,,,APPROVED AS NOTED,DONE,2,EIDG,1,,,,,South Sector,09-12-25,Al Magd Contracting,BH-15,514.67,474.467
60,Saturday,06-12-25,36310,36,Al Amal,PLATE LOAD,02-12-25,,,,Fill,G0-1,BH-18,,47.5,1,,,APPROVED AS NOTED,DONE,3,BONYAN MISR,4,,,,,South Sector,09-12-25,EL Gharably,BH-14,3757.97,848.609
61,Saturday,06-12-25,36311,36,Al Amal,PLATE LOAD,02-12-25,,,,Fill,G0-1,BH-18,,47.5,1,,,APPROVED AS NOTED,DONE,3,BONYAN MISR,4,,,,,South Sector,09-12-25,EL-Nada EL-Saadany,BH-8,4531.45,451.199
62,Saturday,06-12-25,36326,36,Abnaa Khalifa,DPL,05-12-25,,,48.04,Fill,G0-1,BH-3,,LAYER-1,6,,,APPROVED AS NOTED,DONE,2,EIDG,1,,,,,South Sector,09-12-25,Karim Salam,BH-4,3021.5,1279.078
63,Saturday,06-12-25,36327,36,Orascom,DPL,05-12-25,,,51.7,Fill,G0-1,BH-29,,LAYER-3,6,,,APPROVED AS NOTED,DONE,2,EIDG,1,,,,,North Sector,10-12-25,Al Anoud Al Arabia,BH-42,1669.16,0
64,Saturday,06-12-25,36328,36,Al Amal,DPL,05-12-25,,,48.277,Fill,G0-1,BH-18,,LAYER-7,12,,,APPROVED AS NOTED,DONE,2,EIDG,1,,,,,North Sector,10-12-25,Al Qahira,BH-32,4511.41,0
65,Saturday,06-12-25,36329,36,Al Ittihadiya,DPL,05-12-25,,,50.048,Fill,G0-1,BH-2,,LAYER-1,4,,,APPROVED AS NOTED,DONE,2,EIDG,1,,,,,North Sector,10-12-25,Inshaa,BH-38,6854.11,1011.996
66,Saturday,06-12-25,36336,36,Al Emaratiya Company,SOIL,03-12-25,A-4,62.00%,,Bottom of excavation,G0-1,BH-40,,,1,Sieve analysis,,APPROVED AS NOTED,DONE,2,EIDG,3,,,,,North Sector,10-12-25,Mecca Contracting,BH-44,537.38,797.231
67,Saturday,06-12-25,36335,36,Al Anoud Al Arabia,SOIL,03-12-25,A-4,64.20%,,Bottom of excavation,G0-1,BH-42,,,1,Sieve analysis,,APPROVED AS NOTED,DONE,2,EIDG,3,,,,,North Sector,10-12-25,Orascom,BH-30,3687.51,1248.282
68,Saturday,06-12-25,36334,36,Al Anoud Al Arabia,SOIL,03-12-25,A-4,57.60%,,Bottom of excavation,G0-1,BH-42,,,1,Sieve analysis,,APPROVED AS NOTED,DONE,2,EIDG,3,,,,,North Sector,10-12-25,Orascom,BH-29,3173,1294.388
69,Saturday,06-12-25,36333,36,Al Qahira,SOIL,03-12-25,A-4,52.80%,,Bottom of excavation,G0-1,BH-32,,,1,Sieve analysis,,APPROVED AS NOTED,DONE,2,EIDG,3,,,,,South Sector,10-12-25,Al Amal,BH-18,5764.79,618.323
70,Saturday,06-12-25,36332,36,Al Qahira,SOIL,03-12-25,A-4,37.60%,,Bottom of excavation,G0-1,BH-32,,,1,Sieve analysis,,APPROVED AS NOTED,DONE,2,EIDG,3,,,,,South Sector,10-12-25,Al Ittihadiya,BH-1,3056.74,1227.242
71,Sunday,07-12-25,36364,36,Orascom,DPL,06-12-25,,,47.302,Fill,G0-1,BH-29,,LAYER-4,3,,,APPROVED AS NOTED,DONE,2,EIDG,1,,,,,South Sector,10-12-25,EL Nessr El Araby,BH-17-1,3604.6,414.805
72,Sunday,07-12-25,36362,36,Orascom,DPL,07-12-25,,,47.163,Fill,G0-1,BH-30,,LAYER-5,14,,,APPROVED AS NOTED,DONE,2,EIDG,0,,,,,South Sector,10-12-25,Karim Salam,BH-4,3574.4,1279.078
73,Sunday,07-12-25,36360,36,Karim Salam,DPL,06-12-25,,,45.35,Fill,G0-1,BH-4,,LAYER-2,6,,,APPROVED AS NOTED,DONE,2,EIDG,1,,,,,South Sector,10-12-25,Orascom,BH-3,1959.61,1201.038
74,Sunday,07-12-25,36361,36,Mecca Contracting,DPL,06-12-25,,,32.11,Fill,G0-1,BH-44,,LAYER-4,3,,,REVISE,DONE,2,EIDG,1,,,,,South Sector,10-12-25,Port Said West,BH-12,1953.02,902.862
75,Sunday,07-12-25,36359,36,Al Nada,DPL,06-12-25,,,53.53,Fill,G0-1,BH-8-1,,LAYER-4,3,,,APPROVED AS NOTED,DONE,2,EIDG,1,,,,,North Sector,11-12-25,Al Anoud Al Arabia,BH-42,4441.15,0
76,Sunday,07-12-25,36358,36,Al Nada,DPL,06-12-25,,,48.89,Fill,G0-1,BH-8-1,,LAYER-1,3,,,APPROVED AS NOTED,DONE,2,EIDG,1,,,,,North Sector,11-12-25,Al Salmy,BH-31-1,120.95,0
77,Sunday,07-12-25,36357,36,Mecca Contracting,DPL,06-12-25,,,46.88,Fill,G0-1,BH-44,,LAYER-1,3,,,APPROVED AS NOTED,DONE,2,EIDG,1,,,,,North Sector,11-12-25,Orascom,BH-30,4427.4,1248.282
78,Sunday,07-12-25,36363,36,Orascom,DPL,06-12-25,,,55.86,Fill,G0-1,BH-29,,LAYER-1,4,,,APPROVED AS NOTED,DONE,2,EIDG,1,,,,,South Sector,11-12-25,Al Ittihadiya,BH-1,4868.92,1227.242
79,Thursday,04-12-25,36274,36,Karim Salam,DPL,04-12-25,,,42.18,Fill,G0-1,BH-4,,LAYER-5,2,,,APPROVED AS NOTED,DONE,2,EIDG,0,,,,,South Sector,11-12-25,Al Magd Contracting,BH-15,1133.65,474.467
80,Thursday,04-12-25,36276,36,Orascom,DPL,03-12-25,,,52.48,Fill,G0-1,BH-30,,LAYER-3,6,,,APPROVED AS NOTED,DONE,2,EIDG,1,,,,,South Sector,11-12-25,EL Gharably,BH-14,4408.93,848.609
81,Thursday,04-12-25,36275,36,Al Amal,DPL,03-12-25,,,45.81,Fill,G0-1,BH-18,,LAYER-6,7,,,APPROVED AS NOTED,DONE,2,EIDG,1,,,,,South Sector,11-12-25,EL-Nada EL-Saadany,BH-8,4531.45,451.199
82,Thursday,04-12-25,36277,36,Orascom,DPL,04-12-25,,,44.233,Fill,G0-1,BH-30,,LAYER-4,7,,,APPROVED AS NOTED,DONE,2,EIDG,0,,,,,South Sector,11-12-25,Karim Salam,BH-4,3021.69,1279.078
83,Thursday,04-12-25,36278,36,Orascom,DPL,04-12-25,,,46.65,Fill,G0-1,BH-30,,LAYER-1,2,,,APPROVED AS NOTED,DONE,2,EIDG,0,,,,,South Sector,11-12-25,Orascom,BH-3,4303.24,1201.038
84,Thursday,04-12-25,36279,36,Orascom,DPL,04-12-25,,,50.98,Fill,G0-1,BH-30,,LAYER-4,5,,,APPROVED AS NOTED,DONE,2,EIDG,0,,,,,North Sector,12-12-25,Al Qahira,BH-32,4514.72,0
85,Thursday,04-12-25,36280,36,Orascom,DPL,03-12-25,,,46.76,Fill,G0-1,BH-29,,LAYER-2,2,,,APPROVED AS NOTED,DONE,2,EIDG,1,,,,,North Sector,12-12-25,Al Salmy,BH-31-1,1508.02,0
86,Monday,08-12-25,36399,36,Al Ikhlas Mohamed Abdelwahab,DPL,07-12-25,,,45.74,Fill,G0-1,BH-12,,LAYER-1,2,,,APPROVED AS NOTED,DONE,2,EIDG,1,,,,,North Sector,12-12-25,Inshaa,BH-38,5454.43,1011.996
87,Monday,08-12-25,36400,36,Benyan,DPL,07-12-25,,,66.31,Fill,G0-1,BH-14,,LAYER-5,11,,,APPROVED AS NOTED,DONE,2,EIDG,1,,,,,South Sector,12-12-25,Al Amal,BH-18,4882.94,618.323
88,Monday,08-12-25,36401,36,Al Ikhlas Mohamed Abdelwahab,DPL,07-12-25,,,46.79,Fill,G0-1,BH-12,,LAYER-5,11,,,APPROVED AS NOTED,DONE,2,EIDG,1,,,,,South Sector,12-12-25,Al Magd Contracting,BH-15,1649.9,474.467
89,Monday,08-12-25,36402,36,Mecca Contracting,DPL,07-12-25,,,45.68,Fill,G0-1,BH-44,,LAYER-4,3,,,APPROVED AS NOTED,DONE,2,EIDG,1,,,,,South Sector,12-12-25,Port Said West,BH-12,2355.47,902.862
90,Friday,05-12-25,36300,36,Al Masriya for Construction & Development,DPL,04-12-25,,,51.08,Fill,G0-1,BH-17,,LAYER-1,6,,,APPROVED AS NOTED,DONE,2,EIDG,1,,,,,North Sector,13-12-25,Al Anoud Al Arabia,BH-42,2016.75,0
91,Friday,05-12-25,36302,36,Al Ikhlas Mohamed Abdelwahab,DPL,04-12-25,,,48.95,Fill,G0-1,BH-12,,LAYER-4,6,,,APPROVED AS NOTED,DONE,2,EIDG,1,,,,,North Sector,13-12-25,Al Qahira,BH-32,189.02,0
92,Friday,05-12-25,36304,36,Mecca Contracting,DPL,04-12-25,,,44.47,Fill,G0-1,BH-44,,LAYER-3,9,,,APPROVED AS NOTED,DONE,2,EIDG,1,,,,,North Sector,13-12-25,Mecca Contracting,BH-44,4243.45,797.231
93,Sunday,30-11-25,36057,36,Al Ikhlas Mohamed Abdelwahab,SOIL,24-11-25,A-4,65.20%,,Bottom of excavation,G0-1,BH-12,,,1,Sieve analysis,,APPROVED AS NOTED,DONE,2,EIDG,6,,,,,North Sector,13-12-25,Orascom,BH-29,3173,1294.388
94,Sunday,30-11-25,36056,36,Al Ikhlas Mohamed Abdelwahab,SOIL,24-11-25,A-4,73.20%,,Bottom of excavation,G0-1,BH-12,,,1,Sieve analysis,,APPROVED AS NOTED,DONE,2,EIDG,6,,,,,South Sector,13-12-25,Al Amal,BH-18,555.5,618.323
95,Monday,01-12-25,36120,36,Orascom,DPL,30-11-25,,,48.93,Fill,G0-1,BH-30,,LAYER-2,5,,,APPROVED AS NOTED,DONE,2,EIDG,1,,,,,South Sector,13-12-25,Al Ittihadiya,BH-1,4868.92,1227.242
96,Monday,01-12-25,36119,36,Orascom,DPL,30-11-25,,,51.73,Fill,G0-1,BH-30,,LAYER-2,6,,,APPROVED AS NOTED,DONE,2,EIDG,1,,,,,South Sector,13-12-25,EL Nessr El Araby,BH-17-1,1521.26,414.805
