No,Day,Date( SUB),serial,Battalion,Company Name,Test Type,Date ( test),Classification,#200,AVERAGE VALUE,Sampling Location,Zone,ELMENT,BUILDING,layer ,Number of Tests,Performed Test ,Area(m2),sample status,Document Status,NUM. OF PAGES,Done BY,DURATION,Company ,Executed Quantity,Required Quantity
2419,Monday,23-02-26,52361,73,Road Runner,SOIL,19-12-25,A-6,65.00%,,Bottom of excavation,G.73.A,G73-A29,B50G95,,1,Sieve analysis,,APPROVED AS NOTED,DONE,2,Arab Contractors Laboratory,66,,,
2420,Monday,23-02-26,52362,73,Awlad Shaaban,SOIL,19-12-25,A-6,58.40%,,Bottom of excavation,G.73.A,G73-A20,BH 72,,1,Sieve analysis,,APPROVED AS NOTED,DONE,2,Arab Contractors Laboratory,66,,,
2421,Monday,23-02-26,52363,73,Smart,SOIL,19-12-25,A-2-4,26.40%,,Bottom of excavation,G.73.A,G73-A34,BH 78,,2,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,Arab Contractors Laboratory,66,,,
2422,Monday,23-02-26,52364,73,Smart,SOIL,19-12-25,A-2-4,23.10%,,Bottom of excavation,G.73.A,G73-A34,B37G73,,2,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,Arab Contractors Laboratory,66,,,
2423,Monday,23-02-26,52365,73,Target,SOIL,19-12-25,A-2-4,14.70%,,Bottom of excavation,G.73.A,G73-A47,BH 23,,2,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,Arab Contractors Laboratory,66,,,
2424,Monday,23-02-26,52366,73,Target,SOIL,19-12-25,A-4,57.20%,,Bottom of excavation,G.73.A,G73-A47,BH 21,,1,Sieve analysis,,APPROVED AS NOTED,DONE,2,Arab Contractors Laboratory,66,,,
2425,Monday,23-02-26,52367,73,Al Masria (Rock),SOIL,20-12-25,A-6,63.80%,,Bottom of excavation,G.73.A,G73-A11,BH 80,,1,Sieve analysis,,APPROVED AS NOTED,DONE,2,Arab Contractors Laboratory,65,,,
2426,Monday,23-02-26,52368,73,Al Masria (Rock),SOIL,20-12-25,A-6,61.90%,,Bottom of excavation,G.73.A,G73-A11,BH 82,,1,Sieve analysis,,APPROVED AS NOTED,DONE,2,Arab Contractors Laboratory,65,,,
2427,Monday,23-02-26,52369,73,Geos (International),SOIL,20-12-25,A-4,55.80%,,Bottom of excavation,G.73.A,G73-A16,BH 135,,1,Sieve analysis,,APPROVED AS NOTED,DONE,2,Arab Contractors Laboratory,65,,,
2428,Monday,23-02-26,52370,73,Geos (International),SOIL,20-12-25,A-4,53.20%,,Bottom of excavation,G.73.A,G73-A16,BH 136,,1,Sieve analysis,,APPROVED AS NOTED,DONE,2,Arab Contractors Laboratory,65,,,
2429,Monday,23-02-26,52371,73,Al Mostafa,SOIL,19-12-25,A-6,68.50%,,Bottom of excavation,G.73.A,G73-A17,BH 131,,1,Sieve analysis,,APPROVED AS NOTED,DONE,2,Arab Contractors Laboratory,66,,,
2430,Monday,23-02-26,52372,73,Al Mostafa,SOIL,19-12-25,A-4,46.80%,,Bottom of excavation,G.73.A,G73-A17,BH 134,,1,Sieve analysis,,APPROVED AS NOTED,DONE,2,Arab Contractors Laboratory,66,,,
2431,Monday,23-02-26,52373,73,Al Mostafa,SOIL,19-12-25,A-4,48.90%,,Bottom of excavation,G.73.A,G73-A17,B123G222,,1,Sieve analysis,,APPROVED AS NOTED,DONE,2,Arab Contractors Laboratory,66,,,
2432,Monday,23-02-26,52374,73,Al Mostafa,SOIL,19-12-25,A-4,51.30%,,Bottom of excavation,G.73.A,G73-A17,B123G223,,1,Sieve analysis,,APPROVED AS NOTED,DONE,2,Arab Contractors Laboratory,66,,,
2433,Monday,23-02-26,52375,73,Ghaly,SOIL,19-12-25,A-6,71.50%,,Bottom of excavation,G.73.A,G73-A41,BH 40,,1,Sieve analysis,,APPROVED AS NOTED,DONE,2,Arab Contractors Laboratory,66,,,
2434,Monday,23-02-26,52376,73,Ghaly,SOIL,19-12-25,A-6,68.80%,,Bottom of excavation,G.73.A,G73-A41,B24G47,,1,Sieve analysis,,APPROVED AS NOTED,DONE,2,Arab Contractors Laboratory,66,,,
2435,Monday,23-02-26,52377,73,Road Runner,SOIL,19-12-25,A-3,7.60%,,Stockpile,G.73.A,G73-A29,,,2,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,Arab Contractors Laboratory,66,,,
2436,Monday,23-02-26,52378,73,Road Runner,SOIL,19-12-25,A-3,78.00%,,Stockpile,G.73.A,G73-A29,,,2,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,Arab Contractors Laboratory,66,,,
2437,Monday,23-02-26,52379,73,Al Rehab Foundation,SOIL,19-12-25,A-6,63.40%,,Bottom of excavation,G.73.A,G73-A10,B280G507,,1,Sieve analysis,,APPROVED AS NOTED,DONE,2,Arab Contractors Laboratory,66,,,
2438,Monday,23-02-26,52380,73,Al Rehab Foundation,SOIL,19-12-25,A-6,65.80%,,Bottom of excavation,G.73.A,G73-A10,B280G508,,1,Sieve analysis,,APPROVED AS NOTED,DONE,2,Arab Contractors Laboratory,66,,,
2439,Monday,23-02-26,52381,73,Al Rehab Foundation,SOIL,19-12-25,A-6,68.10%,,Bottom of excavation,G.73.A,G73-A10,B279G506,,1,Sieve analysis,,APPROVED AS NOTED,DONE,2,Arab Contractors Laboratory,66,,,
2440,Monday,23-02-26,52382,73,Al Rehab Foundation,SOIL,19-12-25,A-6,71.80%,,Bottom of excavation,G.73.A,G73-A10,B279G505,,1,Sieve analysis,,APPROVED AS NOTED,DONE,2,Arab Contractors Laboratory,66,,,
2441,Monday,23-02-26,52383,73,Al Rehab Foundation,SOIL,19-12-25,A-6,72.30%,,Bottom of excavation,G.73.A,G73-A10,BH 87,,1,Sieve analysis,,APPROVED AS NOTED,DONE,2,Arab Contractors Laboratory,66,,,
2442,Monday,23-02-26,52384,73,Al Rehab Foundation,SOIL,19-12-25,A-6,75.50%,,Bottom of excavation,G.73.A,G73-A10,BH 88,,1,Sieve analysis,,APPROVED AS NOTED,DONE,2,Arab Contractors Laboratory,66,,,
2443,Monday,23-02-26,52385,73,Al Rehab Foundation,SOIL,19-12-25,A-6,70.50%,,Bottom of excavation,G.73.A,G73-A10,BH 111,,1,Sieve analysis,,APPROVED AS NOTED,DONE,2,Arab Contractors Laboratory,66,,,
2444,Monday,23-02-26,52386,73,Kayan,SOIL,19-12-25,A-4,49.90%,,Bottom of excavation,G.73.A,G73-A24,BH 76,,1,Sieve analysis,,APPROVED AS NOTED,DONE,2,Arab Contractors Laboratory,66,,,
2445,Monday,23-02-26,52387,73,Al Rehab Foundation,SOIL,19-12-25,A-2-4,11.60%,,Stockpile,G.73.A,G73-A10,,,2,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,Arab Contractors Laboratory,66,,,
2446,Monday,23-02-26,52388,73,Al Asifa,SOIL,08-01-26,A-2-4,14.10%,,Stockpile,G.73.A,G73-A1,,,2,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,Arab Contractors Laboratory,46,,,
2447,Monday,23-02-26,52389,73,Al Asifa,SOIL,08-01-26,A-2-4,13.80%,,Stockpile,G.73.A,G73-A1,,,2,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,Arab Contractors Laboratory,46,,,
2448,Monday,23-02-26,52390,73,Al Asifa,SOIL,17-01-26,A-2-4,22.70%,,Stockpile,G.73.A,G73-A1,,,2,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,Arab Contractors Laboratory,37,,,
2449,Monday,23-02-26,52391,73,Al Asifa,SOIL,02-02-26,A-2-4,19.60%,,Stockpile,G.73.A,G73-A1,,,2,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,Arab Contractors Laboratory,21,,,
2450,Monday,23-02-26,52392,73,Al Asifa,SOIL,02-02-26,A-2-4,15.60%,,Stockpile,G.73.A,G73-A1,,,2,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,Arab Contractors Laboratory,21,,,
2451,Monday,23-02-26,52393,73,Al Asifa,SOIL,02-02-26,A-2-4,16.20%,,Stockpile,G.73.A,G73-A1,,,2,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,Arab Contractors Laboratory,21,,,
2452,Monday,23-02-26,52394,73,Hamada Saeed (Mohamed El Ghoul),SOIL,21-12-25,A-2-4,17.20%,,Stockpile,G.73.A,G73-A4,,,2,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,Arab Contractors Laboratory,64,,,
2453,Monday,23-02-26,52395,73,Hamada Saeed (Mohamed El Ghoul),SOIL,10-01-26,A-2-4,15.80%,,Stockpile,G.73.A,G73-A4,,,2,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,Arab Contractors Laboratory,44,,,
2454,Monday,23-02-26,52396,73,Hamada Saeed (Mohamed El Ghoul),SOIL,10-01-26,A-2-4,17.10%,,Stockpile,G.73.A,G73-A4,,,2,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,Arab Contractors Laboratory,44,,,
2455,Monday,23-02-26,52397,73,Hamada Saeed (Mohamed El Ghoul),SOIL,20-01-26,A-2-4,15.30%,,Stockpile,G.73.A,G73-A4,,,2,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,Arab Contractors Laboratory,34,,,
2456,Monday,23-02-26,52398,73,Hamada Saeed (Mohamed El Ghoul),SOIL,20-01-26,A-2-4,16.50%,,Stockpile,G.73.A,G73-A4,,,2,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,Arab Contractors Laboratory,34,,,
2457,Monday,23-02-26,52399,73,Hamada Saeed (Mohamed El Ghoul),SOIL,20-01-26,A-2-4,15.60%,,Stockpile,G.73.A,G73-A4,,,2,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,Arab Contractors Laboratory,34,,,
2458,Monday,23-02-26,52400,73,Hamada Saeed (Mohamed El Ghoul),SOIL,20-01-26,A-2-4,15.70%,,Stockpile,G.73.A,G73-A4,,,2,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,Arab Contractors Laboratory,34,,,
2459,Monday,23-02-26,52401,73,Hamada Saeed (Mohamed El Ghoul),SOIL,21-01-26,A-2-4,19.00%,,Stockpile,G.73.A,G73-A4,,,2,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,Arab Contractors Laboratory,33,,,
2460,Monday,23-02-26,52402,73,Hamada Saeed (Mohamed El Ghoul),SOIL,26-01-26,A-2-4,15.90%,,Stockpile,G.73.A,G73-A4,,,2,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,Arab Contractors Laboratory,28,,,
2461,Monday,23-02-26,52403,73,Hamada Saeed (Mohamed El Ghoul),SOIL,21-12-25,A-6,66.40%,,Bottom of excavation,G.73.A,G73-A4,BH 114,,1,Sieve analysis,,APPROVED AS NOTED,DONE,2,Arab Contractors Laboratory,64,,,
2462,Monday,23-02-26,52404,73,Hamada Saeed (Mohamed El Ghoul),SOIL,27-01-26,A-2-4,18.80%,,Stockpile,G.73.A,G73-A4,,,2,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,Arab Contractors Laboratory,27,,,
2463,Monday,23-02-26,52405,73,Hamada Saeed (Mohamed El Ghoul),SOIL,27-01-26,A-2-4,17.00%,,Stockpile,G.73.A,G73-A4,,,2,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,Arab Contractors Laboratory,27,,,
2464,Monday,23-02-26,52406,73,Al Kefah,SOIL,23-01-26,A-3,6.80%,,Stockpile,G.73.A,G73-A39,,,2,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,Arab Contractors Laboratory,31,,,
2465,Monday,23-02-26,52407,73,Al Kefah,SOIL,23-01-26,A-2-4,17.20%,,Stockpile,G.73.A,G73-A39,,,2,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,Arab Contractors Laboratory,31,,,
2466,Monday,23-02-26,52408,73,Al Kefah,SOIL,27-12-25,A-2-4,28.00%,,Stockpile,G.73.A,G73-A39,,,2,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,Arab Contractors Laboratory,58,,,
2467,Monday,23-02-26,52409,73,Al Kefah,SOIL,28-12-25,A-3,4.40%,,Stockpile,G.73.A,G73-A39,,,2,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,Arab Contractors Laboratory,57,,,
2468,Monday,23-02-26,52410,73,Hamada Saeed (Mohamed El Ghoul),SOIL,23-12-25,A-6,70.70%,,Bottom of excavation,G.73.A,G73-A4,BH 100,,1,Sieve analysis,,APPROVED AS NOTED,DONE,2,Arab Contractors Laboratory,62,,,
2469,Monday,23-02-26,52411,73,Al Kefah,SOIL,28-12-25,A-2-4,15.40%,,Stockpile,G.73.A,G73-A39,,,2,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,Arab Contractors Laboratory,57,,,
2470,Monday,23-02-26,52412,73,Al Kefah,SOIL,28-12-25,A-2-4,22.40%,,Stockpile,G.73.A,G73-A39,,,2,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,Arab Contractors Laboratory,57,,,
2471,Monday,23-02-26,52413,73,Al Kefah,SOIL,28-12-25,A-4,37.00%,,Stockpile,G.73.A,G73-A39,,,1,Sieve analysis,,REVISE,DONE,3,Arab Contractors Laboratory,57,,,
2472,Monday,23-02-26,52414,73,Al Kefah,SOIL,31-12-25,A-2-4,17.40%,,Stockpile,G.73.A,G73-A39,,,2,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,Arab Contractors Laboratory,54,,,
2473,Monday,23-02-26,52415,73,Al Kefah,SOIL,31-12-25,A-2-4,19.60%,,Stockpile,G.73.A,G73-A39,,,2,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,Arab Contractors Laboratory,54,,,
2474,Monday,23-02-26,52416,73,Al Kefah,SOIL,07-01-26,A-2-4,12.40%,,Stockpile,G.73.A,G73-A39,,,2,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,Arab Contractors Laboratory,47,,,
2475,Monday,23-02-26,52417,73,Al Kefah,SOIL,07-01-26,A-2-4,13.20%,,Stockpile,G.73.A,G73-A39,,,2,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,Arab Contractors Laboratory,47,,,
2476,Monday,23-02-26,52418,73,Hamada Saeed (Mohamed El Ghoul),SOIL,25-12-25,A-4,40.00%,,Bottom of excavation,G.73.A,G73-A4,B271G490-491,,1,Sieve analysis,,APPROVED AS NOTED,DONE,2,Arab Contractors Laboratory,60,,,
2477,Monday,23-02-26,52419,73,Al Kefah,SOIL,07-01-26,A-2-4,12.50%,,Stockpile,G.73.A,G73-A39,,,2,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,Arab Contractors Laboratory,47,,,
2478,Monday,23-02-26,52420,73,Al Kefah,SOIL,09-01-26,A-2-4,22.60%,,Stockpile,G.73.A,G73-A39,,,2,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,Arab Contractors Laboratory,45,,,
2479,Monday,23-02-26,52421,73,Al Kefah,SOIL,09-01-26,A-2-4,23.70%,,Stockpile,G.73.A,G73-A39,,,2,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,Arab Contractors Laboratory,45,,,
2480,Monday,23-02-26,52422,73,Hamada Saeed (Mohamed El Ghoul),SOIL,25-12-25,A-4,36.30%,,Bottom of excavation,G.73.A,G73-A4,B271G490-491,,1,Sieve analysis,,APPROVED AS NOTED,DONE,2,Arab Contractors Laboratory,60,,,
2481,Monday,23-02-26,52423,73,Al Kefah,SOIL,09-01-26,A-2-4,23.20%,,Stockpile,G.73.A,G73-A39,,,2,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,Arab Contractors Laboratory,45,,,
2482,Monday,23-02-26,52424,73,Al Kefah,SOIL,14-01-26,A-2-4,19.00%,,Stockpile,G.73.A,G73-A39,,,2,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,Arab Contractors Laboratory,40,,,
2483,Monday,23-02-26,52425,73,Al Kefah,SOIL,14-01-26,A-2-4,18.50%,,Stockpile,G.73.A,G73-A39,,,2,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,Arab Contractors Laboratory,40,,,
2484,Monday,23-02-26,52426,73,Al Kefah,SOIL,14-01-26,A-2-4,17.60%,,Stockpile,G.73.A,G73-A39,,,2,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,Arab Contractors Laboratory,40,,,
2485,Monday,23-02-26,52427,73,Al Kefah,SOIL,14-01-26,A-2-4,17.50%,,Stockpile,G.73.A,G73-A39,,,2,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,Arab Contractors Laboratory,40,,,
2486,Monday,23-02-26,52428,73,Al Kefah,SOIL,14-01-26,A-2-4,19.10%,,Stockpile,G.73.A,G73-A39,,,2,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,Arab Contractors Laboratory,40,,,
2487,Monday,23-02-26,52429,73,Al Kefah,SOIL,24-01-26,A-2-4,21.40%,,Stockpile,G.73.A,G73-A39,,,2,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,Arab Contractors Laboratory,30,,,
2488,Monday,23-02-26,52430,73,Al Kefah,SOIL,24-01-26,A-2-4,20.00%,,Stockpile,G.73.A,G73-A39,,,2,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,Arab Contractors Laboratory,30,,,
2489,Monday,23-02-26,52431,73,Al Asifa,SOIL,29-12-25,A-4,51.50%,,Bottom of excavation,G.73.A,G73-A1,BH 115,,1,Sieve analysis,,APPROVED AS NOTED,DONE,2,Arab Contractors Laboratory,56,,,
2490,Monday,23-02-26,52432,73,Hassan Allam,SOIL,21-01-26,A-2-4,14.80%,,Stockpile,G.73.A,G73-A14,,,2,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,Arab Contractors Laboratory,33,,,
2491,Monday,23-02-26,52433,73,Hassan Allam,SOIL,22-01-26,A-2-4,24.20%,,Stockpile,G.73.A,G73-A14,,,2,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,Arab Contractors Laboratory,32,,,
2492,Monday,23-02-26,52434,73,Hassan Allam,SOIL,22-01-26,A-2-4,23.40%,,Stockpile,G.73.A,G73-A14,,,2,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,Arab Contractors Laboratory,32,,,
2493,Monday,23-02-26,52435,73,Hassan Allam,SOIL,22-01-26,A-2-4,15.70%,,Stockpile,G.73.A,G73-A14,,,2,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,Arab Contractors Laboratory,32,,,
2494,Monday,23-02-26,52436,73,Hassan Allam,SOIL,22-01-26,A-2-4,17.30%,,Stockpile,G.73.A,G73-A14,,,2,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,Arab Contractors Laboratory,32,,,
2495,Monday,23-02-26,52437,73,Hassan Allam,SOIL,24-01-26,A-2-4,19.60%,,Stockpile,G.73.A,G73-A14,,,2,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,Arab Contractors Laboratory,30,,,
2496,Monday,23-02-26,52438,73,Hassan Allam,SOIL,24-01-26,A-2-4,13.80%,,Stockpile,G.73.A,G73-A14,,,2,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,Arab Contractors Laboratory,30,,,
2497,Monday,23-02-26,52439,73,Hassan Allam,SOIL,30-01-26,A-4,44.80%,,Stockpile,G.73.A,G73-A14,,,1,Sieve analysis,,REVISE,DONE,2,Arab Contractors Laboratory,24,,,
2498,Monday,23-02-26,52440,73,Hassan Allam,SOIL,30-01-26,A-4,42.60%,,Stockpile,G.73.A,G73-A14,,,1,Sieve analysis,,REVISE,DONE,2,Arab Contractors Laboratory,24,,,
2499,Monday,23-02-26,52441,73,Hassan Allam,SOIL,31-01-26,A-2-4,18.60%,,Stockpile,G.73.A,G73-A14,,,2,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,Arab Contractors Laboratory,23,,,
2500,Monday,23-02-26,52442,73,Al Nasser,SOIL,31-01-26,A-2-4,24.00%,,Stockpile,G.73.A,G73-A40,,,2,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,Arab Contractors Laboratory,23,,,
2501,Monday,23-02-26,52443,73,Hassan Allam,SOIL,02-02-26,A-3,9.80%,,Stockpile,G.73.A,G73-A14,,,2,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,Arab Contractors Laboratory,21,,,
2502,Monday,23-02-26,52444,73,Hassan Allam,SOIL,02-02-26,A-3,8.80%,,Stockpile,G.73.A,G73-A14,,,2,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,Arab Contractors Laboratory,21,,,
2503,Monday,23-02-26,52445,73,Hassan Allam,SOIL,02-02-26,A-3,9.50%,,Stockpile,G.73.A,G73-A14,,,2,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,Arab Contractors Laboratory,21,,,
2504,Monday,23-02-26,52446,73,Hassan Allam,SOIL,05-02-26,A-4,45.20%,,Stockpile,G.73.A,G73-A14,,,1,Sieve analysis,,REVISE,DONE,2,Arab Contractors Laboratory,18,,,
2505,Monday,23-02-26,52447,73,Hassan Allam,SOIL,05-02-26,A-2-4,13.40%,,Stockpile,G.73.A,G73-A14,,,2,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,Arab Contractors Laboratory,18,,,
2506,Monday,23-02-26,52448,73,Al Alamiya,SOIL,12-01-26,A-2-4,26.00%,,Stockpile,G.73.A,G73-A30,,,2,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,Arab Contractors Laboratory,42,,,
2507,Monday,23-02-26,52449,73,Al Alamiya,SOIL,12-01-26,A-2-4,25.40%,,Stockpile,G.73.A,G73-A30,,,2,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,Arab Contractors Laboratory,42,,,
2508,Monday,23-02-26,52450,73,Al Alamiya,SOIL,16-01-26,A-2-4,29.30%,,Stockpile,G.73.A,G73-A30,,,2,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,Arab Contractors Laboratory,38,,,
2509,Monday,23-02-26,52451,73,Al Alamiya,SOIL,16-01-26,A-2-4,28.80%,,Stockpile,G.73.A,G73-A30,,,2,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,Arab Contractors Laboratory,38,,,
2510,Monday,23-02-26,52452,73,Al Alamiya,SOIL,19-01-26,A-2-4,41.00%,,Stockpile,G.73.A,G73-A30,,,2,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,Arab Contractors Laboratory,35,,,
2511,Monday,23-02-26,52453,73,Al Alamiya,SOIL,20-01-26,A-2-4,28.60%,,Stockpile,G.73.A,G73-A30,,,2,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,Arab Contractors Laboratory,34,,,
2512,Monday,23-02-26,52454,73,Al Alamiya,SOIL,20-01-26,A-2-4,27.40%,,Stockpile,G.73.A,G73-A30,,,2,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,Arab Contractors Laboratory,34,,,
2513,Monday,23-02-26,52455,73,Al Alamiya,SOIL,20-01-26,A-2-4,29.40%,,Stockpile,G.73.A,G73-A30,,,2,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,Arab Contractors Laboratory,34,,,
2514,Monday,23-02-26,52456,73,Al Asifa,SOIL,22-12-25,A-2-4,12.80%,,Stockpile,G.73.A,G73-A1,,,2,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,Arab Contractors Laboratory,63,,,
2515,Monday,23-02-26,52457,73,Al Asifa,SOIL,22-12-25,A-2-4,13.70%,,Stockpile,G.73.A,G73-A1,,,2,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,Arab Contractors Laboratory,63,,,
2516,Monday,23-02-26,52458,73,Al Asifa,SOIL,23-12-25,A-2-4,16.40%,,Stockpile,G.73.A,G73-A1,,,2,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,Arab Contractors Laboratory,62,,,
2517,Monday,23-02-26,52459,73,Al Asifa,SOIL,23-12-25,A-2-4,16.90%,,Stockpile,G.73.A,G73-A1,,,2,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,Arab Contractors Laboratory,62,,,
2518,Monday,23-02-26,52460,73,Al Asifa,SOIL,23-12-25,A-2-4,15.90%,,Stockpile,G.73.A,G73-A1,,,2,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,Arab Contractors Laboratory,62,,,
2519,Monday,23-02-26,52461,73,Al Asifa,SOIL,05-01-26,A-2-4,21.20%,,Stockpile,G.73.A,G73-A1,,,2,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,Arab Contractors Laboratory,49,,,
2520,Monday,23-02-26,52462,73,Al Alamiya,SOIL,03-01-26,A-6,60.70%,,Stockpile,G.73.A,G73-A30,,,1,Sieve analysis,,REVISE,DONE,2,Arab Contractors Laboratory,51,,,
2521,Monday,23-02-26,52463,73,Hamada Saeed (Mohamed El Ghoul),SOIL,26-01-26,A-2-4,14.80%,,Stockpile,G.73.A,G73-A4,,,2,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,Arab Contractors Laboratory,28,,,
2522,Monday,23-02-26,52464,73,Al Asifa,SOIL,06-01-26,A-2-4,15.60%,,Stockpile,G.73.A,G73-A1,,,2,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,Arab Contractors Laboratory,48,,,
2523,Monday,23-02-26,52465,73,Al Asifa,SOIL,29-12-25,A-4,55.30%,,Bottom of excavation,G.73.A,G73-A1,BH 115,,1,Sieve analysis,,APPROVED AS NOTED,DONE,2,Arab Contractors Laboratory,56,,,
2524,Monday,23-02-26,52466,73,Al Asifa,SOIL,08-01-26,A-2-4,13.40%,,Stockpile,G.73.A,G73-A1,,,2,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,Arab Contractors Laboratory,46,,,
2525,Monday,23-02-26,52467,73,Al Asifa,SOIL,08-01-26,A-2-4,14.60%,,Stockpile,G.73.A,G73-A1,,,2,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,Arab Contractors Laboratory,46,,,
2526,Monday,23-02-26,52468,73,Hamada Saeed (Mohamed El Ghoul),SOIL,27-01-26,A-2-4,17.20%,,Stockpile,G.73.A,G73-A4,,,2,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,Arab Contractors Laboratory,27,,,
2527,Monday,23-02-26,52469,73,Egy Contract,SOIL,31-01-26,A-2-4,22.00%,,Stockpile,G.73.A,G73-A44,,,2,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,Arab Contractors Laboratory,23,,,
2528,Monday,23-02-26,52470,73,Al Kefah,SOIL,24-01-26,A-2-4,23.00%,,Stockpile,G.73.A,G73-A39,,,2,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,Arab Contractors Laboratory,30,,,
2529,Monday,23-02-26,52471,73,Al Kefah,SOIL,24-01-26,A-2-4,22.00%,,Stockpile,G.73.A,G73-A39,,,2,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,Arab Contractors Laboratory,30,,,
2530,Monday,23-02-26,52472,73,Hassan Allam,SOIL,24-01-26,A-2-4,11.80%,,Stockpile,G.73.A,G73-A14,,,2,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,Arab Contractors Laboratory,30,,,
2531,Monday,23-02-26,52473,73,Egy Contract,SOIL,31-01-26,A-2-4,21.00%,,Stockpile,G.73.A,G73-A44,,,2,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,Arab Contractors Laboratory,23,,,
2532,Monday,23-02-26,52474,73,Hassan Allam,SOIL,05-01-26,A-2-4,24.60%,,Stockpile,G.73.A,G73-A14,,,2,Sieve + Proctoer ,,APPROVED AS NOTED,DONE,3,Arab Contractors Laboratory,49,,,
