No,Day,Date( SUB),serial,Battalion,Company Name,Test Type,Date ( test),Classification,#200,AVERAGE VALUE,Sampling Location,Zone,ELMENT,BUILDING,layer ,Number of Tests,Performed Test ,Area(m2),sample status,Document Status,NUM. OF PAGES,Done BY,DURATION,Company ,Executed Quantity,Required Quantity
1,Wednesday,17-12-25,50001,73,Hassan Allam,DPL,14-12-25,,,40,Bottom of excavation,G.73.A,G73-A14,BH 126,33,22,,10835,APPROVED AS NOTED,DONE,2,SAMA EGYPT,3,Al Asifa,,
2,Wednesday,17-12-25,50002,73,Sherif Saber,PLATE LOAD,02-12-25,,,,Bottom of excavation,G.73.A,G73-A38,B18G35,23.93,1,,1135,APPROVED AS NOTED,DONE,4,CEL,15,Al Rehab Foundation,,
3,Wednesday,17-12-25,50003,73,Sherif Saber,PLATE LOAD,02-12-25,,,,Bottom of excavation,G.73.A,G73-A38,B18G36,24.48,1,,1055,APPROVED AS NOTED,DONE,4,CEL,15,Al Masria (Rock),,
4,Wednesday,17-12-25,50004,73,Al Kefah,PLATE LOAD,03-12-25,,,,Bottom of excavation,G.73.A,G73-A39,B19G37,24.87,1,,898,APPROVED AS NOTED,DONE,4,CEL,14,Perfect Quality,,
5,Wednesday,17-12-25,50005,73,Al Kefah,PLATE LOAD,03-12-25,,,,Bottom of excavation,G.73.A,G73-A39,B19G38,25.55,1,,815,APPROVED AS NOTED,DONE,4,CEL,14,Al Omraniya,,
6,Wednesday,17-12-25,50006,73,Al Kefah,PLATE LOAD,03-12-25,,,,Bottom of excavation,G.73.A,G73-A39,B20G39,27.18,1,,619,APPROVED AS NOTED,DONE,4,CEL,14,Hassan Allam,,
7,Wednesday,17-12-25,50007,73,Al Kefah,PLATE LOAD,03-12-25,,,,Bottom of excavation,G.73.A,G73-A39,B20G40,27.03,1,,1034,APPROVED AS NOTED,DONE,4,CEL,14,Al Nada,,
8,Wednesday,17-12-25,50008,73,Al Salmi,PLATE LOAD,09-12-25,,,,Bottom of excavation,G.73.A,G73-A46,B3G5,25.38,1,,1180,APPROVED AS NOTED,DONE,4,CEL,8,Geos (International),,
9,Wednesday,17-12-25,50009,73,Al Salmi,PLATE LOAD,09-12-25,,,,Bottom of excavation,G.73.A,G73-A46,B3G6,25.53,1,,1236,APPROVED AS NOTED,DONE,4,CEL,8,Al Mostafa,,
10,Wednesday,17-12-25,50010,73,Al Salmi,PLATE LOAD,09-12-25,,,,Bottom of excavation,G.73.A,G73-A46,B4G7,26.98,1,,960,APPROVED AS NOTED,DONE,4,CEL,8,Al Anoud Al Arabia,,
11,Wednesday,17-12-25,50011,73,Al Salmi,PLATE LOAD,09-12-25,,,,Bottom of excavation,G.73.A,G73-A46,B4G8,27.19,1,,863,APPROVED AS NOTED,DONE,4,CEL,8,Al Ittihadiya,,
12,Wednesday,17-12-25,50012,73,Al Aqsa,PLATE LOAD,13-12-25,,,,Bottom of excavation,G.73.A,G73-A23,B54G101,27.64,1,,1930,APPROVED AS NOTED,DONE,4,CEL,4,Al Obour,,
13,Wednesday,17-12-25,50013,73,Al Aqsa,PLATE LOAD,13-12-25,,,,Bottom of excavation,G.73.A,G73-A23,B54G102,27.64,1,,1930,APPROVED AS NOTED,DONE,4,CEL,4,Awlad Shaaban,,
14,Wednesday,17-12-25,50014,73,Al Salmi,PLATE LOAD,13-12-25,,,,Bottom of excavation,G.73.A,G73-A46,B11G22,23.32,1,,1273,APPROVED AS NOTED,DONE,4,CEL,4,El Gharably,,
15,Wednesday,17-12-25,50015,73,Ghaly,PLATE LOAD,14-12-25,,,,Bottom of excavation,G.73.A,G73-A41,B23G45,27.95,1,,1249,APPROVED AS NOTED,DONE,4,CEL,3,Prime,,
16,Wednesday,17-12-25,50016,73,Al Salmi,DPL,13-12-25,,,52.3,Bottom of excavation,G.73.A,G73-A46,B11G22,23.32,3,,1273,APPROVED AS NOTED,DONE,2,Engineering Consulting House ,4,Al Aqsa,,
17,Wednesday,17-12-25,50017,73,Al Salmi,DPL,13-12-25,,,54.2,Bottom of excavation,G.73.A,G73-A46,B11G21,24.2,3,,1197,APPROVED AS NOTED,DONE,2,Engineering Consulting House ,4,Kayan,,
18,Wednesday,17-12-25,50018,73,Al Salmi,DPL,11-12-25,,,51.2,Bottom of excavation,G.73.A,G73-A46,B4G8,27.19,2,,842,APPROVED AS NOTED,DONE,2,Engineering Consulting House ,6,Roxy Egypt,,
19,Wednesday,17-12-25,50019,73,Al Salmi,DPL,11-12-25,,,50.6,Bottom of excavation,G.73.A,G73-A46,B4G7,"26,98",2,,891,APPROVED AS NOTED,DONE,2,Engineering Consulting House ,6,Hamada Gamal,,
20,Wednesday,17-12-25,50020,73,Al Salmi,DPL,11-12-25,,,55.5,Bottom of excavation,G.73.A,G73-A46,B3G6,25.53,3,,1146,APPROVED AS NOTED,DONE,2,Engineering Consulting House ,6,Mamdouh Abdel Moneim,,
21,Wednesday,17-12-25,50021,73,Al Salmi,DPL,11-12-25,,,60.1,Bottom of excavation,G.73.A,G73-A46,B3G5,25.38,3,,1180,APPROVED AS NOTED,DONE,2,Engineering Consulting House ,6,MAS,,
22,Wednesday,17-12-25,50022,73,Al Salmi,DPL,14-12-25,,,51.3,Bottom of excavation,G.73.A,G73-A46,BH 28,26,8,,3764,APPROVED AS NOTED,DONE,2,Engineering Consulting House ,3,Road Runner,,
23,Wednesday,17-12-25,50023,73,Target,DPL,14-12-25,,,52.4,Bottom of excavation,G.73.A,G73-A47,BH 27,26.2,3,,1228.5,APPROVED AS NOTED,DONE,2,Engineering Consulting House ,3,Nine Brothers,,
24,Wednesday,17-12-25,50024,73,Target,DPL,14-12-25,,,52.6,Bottom of excavation,G.73.A,G73-A47,BH 26,26.7,4,,1590.5,APPROVED AS NOTED,DONE,2,Engineering Consulting House ,3,Al Alamiya,,
25,Wednesday,17-12-25,50025,73,Al Salmi,DPL,13-12-25,,,51.8,Bottom of excavation,G.73.A,G73-A46,BH 3,23.5,9,,4470,APPROVED AS NOTED,DONE,2,Engineering Consulting House ,4,Vertex,,
26,Wednesday,17-12-25,50026,73,Al Salmi,DPL,13-12-25,,,50.9,Bottom of excavation,G.73.A,G73-A46,BH 27,26.2,2,,869,APPROVED AS NOTED,DONE,2,Engineering Consulting House ,4,Moon Light,,
27,Wednesday,17-12-25,50027,73,Al Salmi,DPL,11-12-25,,,65.7,Bottom of excavation,G.73.A,G73-A46,BH 25,26.3,3,,1263,APPROVED AS NOTED,DONE,2,Engineering Consulting House ,6,Deif Foundation,,
28,Wednesday,17-12-25,50028,73,Al Salmi,DPL,11-12-25,,,40,Bottom of excavation,G.73.A,G73-A46,BH 2,25.3,5,,2462,APPROVED AS NOTED,DONE,2,Engineering Consulting House ,6,Smart,,
29,Wednesday,17-12-25,50029,73,Al Shahd,DPL,15-12-25,,,40,Bottom of excavation,G.73.A,G73-A42,BH 14,29.2,2,,559,APPROVED AS NOTED,DONE,2,Engineering Consulting House ,2,El Samman,,
30,Wednesday,17-12-25,50030,73,Al Shahd,DPL,15-12-25,,,40,Bottom of excavation,G.73.A,G73-A42,BH 26,26.7,2,,869,APPROVED AS NOTED,DONE,2,Engineering Consulting House ,2,Hamdan Al Qasli,,
31,Wednesday,17-12-25,50031,73,Al Kefah,DPL,14-12-25,,,38.9,Fill,G.73.A,G73-A39,B19G38,26,2,,852,APPROVED AS NOTED,DONE,2,Engineering Consulting House ,3,Ahmed Youssef,,
32,Wednesday,17-12-25,50032,73,Al Salmi,DPL,14-12-25,,,41,Fill,G.73.A,G73-A46,B3G5-6,26,5,,2416,APPROVED AS NOTED,DONE,2,Engineering Consulting House ,3,Sherif Saber,,
33,Wednesday,17-12-25,50033,73,Al Salmi,DPL,14-12-25,,,40,Fill,G.73.A,G73-A46,B3G5,25.5,3,,1180,APPROVED AS NOTED,DONE,2,Engineering Consulting House ,3,Al Kefah,,
34,Wednesday,17-12-25,50034,73,Sherif Saber,DPL,13-12-25,,,39,Fill,G.73.A,G73-A38,B18G35,24,3,,1150,APPROVED AS NOTED,DONE,2,Engineering Consulting House ,4,Hamada Saeed (Mohamed El Ghoul),,
35,Wednesday,17-12-25,50035,73,Al Kefah,DPL,13-12-25,,,40,Fill,G.73.A,G73-A39,B19G37,25,2,,898.9,APPROVED AS NOTED,DONE,2,Engineering Consulting House ,4,Al Nasser,,
36,Wednesday,17-12-25,50036,73,Al Kefah,DPL,15-12-25,,,39,Fill,G.73.A,G73-A39,B19G37,25.5,2,,923,APPROVED AS NOTED,DONE,2,Engineering Consulting House ,2,Ghaly,,
37,Wednesday,17-12-25,50037,73,Al Salmi,DPL,15-12-25,,,39,Fill,G.73.A,G73-A46,B11G22,23.5,3,,1273,APPROVED AS NOTED,DONE,2,Engineering Consulting House ,2,Al Shahd,,
38,Wednesday,17-12-25,50038,73,Al Salmi,DPL,15-12-25,,,40,Fill,G.73.A,G73-A46,B11G21,24.5,3,,1197,APPROVED AS NOTED,DONE,2,Engineering Consulting House ,2,Benyan,,
39,Wednesday,17-12-25,50039,73,Sherif Saber,DPL,15-12-25,,,40,Fill,G.73.A,G73-A38,B18G35,24.5,3,,1150,APPROVED AS NOTED,DONE,2,Engineering Consulting House ,2,Egy Contract,,
40,Wednesday,17-12-25,50040,73,Al Kefah,DPL,14-12-25,,,42,Fill,G.73.A,G73-A39,BH 36,26,6,,2652,APPROVED AS NOTED,DONE,2,Engineering Consulting House ,3,Memaar El Nahas,,
41,Wednesday,17-12-25,50041,73,Al Salmi,DPL,14-12-25,,,40,Fill,G.73.A,G73-A46,BH 2,26,5,,2426,APPROVED AS NOTED,DONE,2,Engineering Consulting House ,3,Al Salmi,,
42,Wednesday,17-12-25,50042,73,Al Salmi,DPL,14-12-25,,,39,Fill,G.73.A,G73-A46,BH 2,25.5,5,,2462,APPROVED AS NOTED,DONE,2,Engineering Consulting House ,3,Target,,
43,Wednesday,17-12-25,50043,73,Al Salmi,DPL,15-12-25,,,40,Fill,G.73.A,G73-A46,BH 25,27,3,,1400,APPROVED AS NOTED,DONE,2,Engineering Consulting House ,2,Al Ettehad – Brig. Tamer Bilal (Al Pharaohs),,
44,Wednesday,17-12-25,50044,73,Al Salmi,DPL,15-12-25,,,38.9,Fill,G.73.A,G73-A46,BH 25,26.5,3,,1400,APPROVED AS NOTED,DONE,2,Engineering Consulting House ,2,Al Salmi Trading,,
45,Wednesday,17-12-25,50045,73,Sherif Saber,DPL,15-12-25,,,41,Fill,G.73.A,G73-A38,BH 8,24.5,3,,1090,APPROVED AS NOTED,DONE,2,Engineering Consulting House ,2,Gomaa Badr,,
46,Wednesday,17-12-25,50046,73,Al Shahd,PLATE LOAD,14-12-25,,,,Bottom of excavation,G.73.A,G73-A42,B7G14,29.39,1,,795.58,REVISE,DONE,4,CEL,3,Al Ettehad – Brig. Tamer Bilal (Al Pharaohs),,
47,Wednesday,17-12-25,50046,73,Al Shahd,PLATE LOAD,16-12-25,,,,Bottom of excavation,G.73.A,G73-A42,B7G14,29.39,1,,795.58,APPROVED AS NOTED,DONE,4,CEL,1,Alma,,
48,Wednesday,17-12-25,50047,73,Al Shahd,PLATE LOAD,14-12-25,,,,Bottom of excavation,G.73.A,G73-A42,B8G15,29.41,1,,750,REVISE,DONE,4,CEL,3,Al Kefah,,
49,Wednesday,17-12-25,50047,73,Al Shahd,PLATE LOAD,16-12-25,,,,Bottom of excavation,G.73.A,G73-A42,B8G15,29.41,1,,750,APPROVED AS NOTED,DONE,4,CEL,1,Al Mostafa,,
50,Wednesday,17-12-25,50048,73,Al Aqsa,PLATE LOAD,16-12-25,,,,Bottom of excavation,G.73.A,G73-A23,B53G100,27.27,1,,1285,APPROVED AS NOTED,DONE,4,CEL,1,Al Anoud Al Arabia,,
51,Wednesday,17-12-25,50049,73,Memaar El Nahas,PLATE LOAD,16-12-25,,,,Bottom of excavation,G.73.A,G73-A45,B13G26,27.95,1,,896,APPROVED AS NOTED,DONE,4,CEL,1,Al Omraniya,,
52,Wednesday,17-12-25,50050,73,Memaar El Nahas,PLATE LOAD,16-12-25,,,,Bottom of excavation,G.73.A,G73-A45,B13G25,24.19,1,,1036,APPROVED AS NOTED,DONE,4,CEL,1,Sherif Saber,,
53,Wednesday,17-12-25,50051,73,Kayan,PLATE LOAD,16-12-25,,,,Bottom of excavation,G.73.A,G73-A24,B56G104,29.3,1,,1097,APPROVED AS NOTED,DONE,4,CEL,1,El Gharably(Gomaa Badr),,
54,Wednesday,17-12-25,50052,73,Kayan,PLATE LOAD,16-12-25,,,,Bottom of excavation,G.73.A,G73-A24,B55G103,27.52,1,,1304.54,APPROVED AS NOTED,DONE,4,CEL,1,Hassan Allam,,
55,Wednesday,17-12-25,50053,73,Al Nasser,PLATE LOAD,16-12-25,,,,Bottom of excavation,G.73.A,G73-A40,B22G44,28.87,1,,888.998,APPROVED AS NOTED,DONE,4,CEL,1,Al Mostafa,,
56,Wednesday,17-12-25,50054,73,Al Nasser,PLATE LOAD,16-12-25,,,,Bottom of excavation,G.73.A,G73-A40,B22G43,27.61,1,,859.831,APPROVED AS NOTED,DONE,4,CEL,1,,,
57,Wednesday,17-12-25,50055,73,Al Nasser,PLATE LOAD,15-12-25,,,,Bottom of excavation,G.73.A,G73-A40,B21G42,28.3,1,,735.176,APPROVED AS NOTED,DONE,4,CEL,2,,,
58,Wednesday,17-12-25,50056,73,Al Nasser,PLATE LOAD,15-12-25,,,,Bottom of excavation,G.73.A,G73-A40,B21G41,27.24,1,,924.352,APPROVED AS NOTED,DONE,4,CEL,2,,,
59,Wednesday,17-12-25,50057,73,Sherif Saber,SOIL,01-12-25,A-6,70.20%,,Bottom of excavation,G.73.A,G73-A38,B18G35-36,,1,Sieve analysis,,APPROVED AS NOTED,DONE,2,Arab Contractors Laboratory,16,,,
60,Wednesday,17-12-25,50058,73,Sherif Saber,SOIL,01-12-25,A-6,68.00%,,Bottom of excavation,G.73.A,G73-A38,BH 8,,1,Sieve analysis,,APPROVED AS NOTED,DONE,2,Arab Contractors Laboratory,16,,,
61,Wednesday,17-12-25,50059,73,Al Salmi,SOIL,01-12-25,A-3,7.40%,,Stockpile,G.73.A,G73-A46,,,2,Sieve + Proctoer,,APPROVED AS NOTED,DONE,3,Arab Contractors Laboratory,16,,,
62,Wednesday,17-12-25,50060,73,Al Salmi,SOIL,01-12-25,A-3,7.80%,,Stockpile,G.73.A,G73-A46,,,2,Sieve + Proctoer,,APPROVED AS NOTED,DONE,3,Arab Contractors Laboratory,16,,,
63,Wednesday,17-12-25,50061,73,Al Salmi,SOIL,01-12-25,A-3,7.80%,,Stockpile,G.73.A,G73-A46,,,2,Sieve + Proctoer,,APPROVED AS NOTED,DONE,3,Arab Contractors Laboratory,16,,,
64,Wednesday,17-12-25,50062,73,Al Salmi,SOIL,01-12-25,A-2-4,32.20%,,Bottom of excavation,G.73.A,G73-A46,B4G7-8,,2,Sieve + Proctoer,,APPROVED AS NOTED,DONE,3,Arab Contractors Laboratory,16,,,
65,Wednesday,17-12-25,50063,73,Al Salmi,SOIL,01-12-25,A-2-4,19.20%,,Bottom of excavation,G.73.A,G73-A46,BH 2,,2,Sieve + Proctoer,,APPROVED AS NOTED,DONE,3,Arab Contractors Laboratory,16,,,
66,Wednesday,17-12-25,50064,73,Al Salmi,SOIL,01-12-25,A-2-4,33.20%,,Bottom of excavation,G.73.A,G73-A46,BH 25,,2,Sieve + Proctoer,,APPROVED AS NOTED,DONE,3,Arab Contractors Laboratory,16,,,
67,Wednesday,17-12-25,50065,73,Al Salmi,SOIL,01-12-25,A-2-4,34.00%,,Bottom of excavation,G.73.A,G73-A46,B3G5,,2,Sieve + Proctoer,,APPROVED AS NOTED,DONE,3,Arab Contractors Laboratory,16,,,
68,Wednesday,17-12-25,50066,73,Al Salmi,SOIL,01-12-25,A-2-4,12.20%,,Bottom of excavation,G.73.A,G73-A46,B3G6,,2,Sieve + Proctoer,,APPROVED AS NOTED,DONE,3,Arab Contractors Laboratory,16,,,
69,Wednesday,17-12-25,50067,73,Benyan,SOIL,01-12-25,A-2-4,15.60%,,Bottom of excavation,G.73.A,G73-A43,,,2,Sieve + Proctoer,,APPROVED AS NOTED,DONE,3,Arab Contractors Laboratory,16,,,
70,Wednesday,17-12-25,50068,73,Benyan,SOIL,01-12-25,A-3,4.20%,,Bottom of excavation,G.73.A,G73-A43,,,2,Sieve + Proctoer,,APPROVED AS NOTED,DONE,3,Arab Contractors Laboratory,16,,,
71,Wednesday,17-12-25,50069,73,Al Shahd,SOIL,01-12-25,A-3,3.80%,,Bottom of excavation,G.73.A,G73-A42,,,1,Sieve analysis,,APPROVED AS NOTED,DONE,3,Arab Contractors Laboratory,16,,,
72,Wednesday,17-12-25,50070,73,Sherif Saber,SOIL,01-12-25,A-6,64.10%,,Bottom of excavation,G.73.A,G73-A38,BH 31,,1,Sieve analysis,,APPROVED AS NOTED,DONE,2,Arab Contractors Laboratory,16,,,
73,Wednesday,17-12-25,50071,73,Sherif Saber,SOIL,01-12-25,A-6,67.00%,,Bottom of excavation,G.73.A,G73-A38,B18G36,,1,Sieve analysis,,APPROVED AS NOTED,DONE,2,Arab Contractors Laboratory,16,,,
74,Wednesday,17-12-25,50072,73,Geos (International),SOIL,01-12-25,A-4,44.20%,,Cut product,G.73.A,G73-A16,,,1,Sieve analysis,,REVISE,DONE,2,Arab Contractors Laboratory,16,,,
75,Wednesday,17-12-25,50073,73,MAS,SOIL,01-12-25,A-4,43.20%,,Bottom of excavation,G.73.A,G73-A28,BH 58,,1,Sieve analysis,,APPROVED AS NOTED,DONE,2,Arab Contractors Laboratory,16,,,
76,Wednesday,17-12-25,50074,73,MAS,SOIL,01-12-25,A-6,78.00%,,Bottom of excavation,G.73.A,G73-A28,BH 61,,1,Sieve analysis,,APPROVED AS NOTED,DONE,2,Arab Contractors Laboratory,16,,,
77,Wednesday,17-12-25,50075,73,Al Kefah,SOIL,01-12-25,A-2-4,17.60%,,Stockpile,G.73.A,G73-A39,,,2,Sieve + Proctoer,,APPROVED AS NOTED,DONE,3,Arab Contractors Laboratory,16,,,
78,Wednesday,17-12-25,50076,73,Al Kefah,SOIL,01-12-25,A-2-4,18.30%,,Stockpile,G.73.A,G73-A39,,,2,Sieve + Proctoer,,APPROVED AS NOTED,DONE,3,Arab Contractors Laboratory,16,,,
79,Wednesday,17-12-25,50077,73,MAS,SOIL,01-12-25,A-2-4,24.40%,,Stockpile,G.73.A,G73-A28,,,2,Sieve + Proctoer,,APPROVED AS NOTED,DONE,3,Arab Contractors Laboratory,16,,,
80,Wednesday,17-12-25,50078,73,MAS,SOIL,01-12-25,A-4,38.10%,,Bottom of excavation,G.73.A,G73-A28,B52G99,,1,Sieve analysis,,APPROVED AS NOTED,DONE,2,Arab Contractors Laboratory,16,,,
81,Wednesday,17-12-25,50079,73,Al Salmi,SOIL,01-12-25,A-2-4,32.40%,,Bottom of excavation,G.73.A,G73-A46,BH 3,,2,Sieve + Proctoer,,APPROVED AS NOTED,DONE,3,Arab Contractors Laboratory,16,,,
82,Wednesday,17-12-25,50080,73,Al Salmi Trading,SOIL,01-12-25,A-3,7.30%,,Stockpile,G.73.A,G73-A6,,,2,Sieve + Proctoer,,APPROVED AS NOTED,DONE,3,Arab Contractors Laboratory,16,,,
83,Wednesday,17-12-25,50081,73,Al Salmi Trading,SOIL,01-12-25,A-2-4,15.10%,,Stockpile,G.73.A,G73-A6,,,2,Sieve + Proctoer,,APPROVED AS NOTED,DONE,3,Arab Contractors Laboratory,16,,,
84,Wednesday,17-12-25,50082,73,Al Salmi,SOIL,01-12-25,A-3,8.20%,,Stockpile,G.73.A,G73-A46,,,2,Sieve + Proctoer,,APPROVED AS NOTED,DONE,3,Arab Contractors Laboratory,16,,,
85,Saturday,20-12-25,50083,73,Al Shahd,PLATE LOAD,16-12-25,,,,Bottom of excavation,G.73.A,G73-A42,B9G18,27.71,1,,763,REVISE,DONE,4,CEL,4,,,
86,Saturday,20-12-25,50083,73,Al Shahd,PLATE LOAD,17-12-25,,,,Bottom of excavation,G.73.A,G73-A42,B9G18,27.71,1,,763,APPROVED AS NOTED,DONE,4,CEL,3,,,
87,Saturday,20-12-25,50084,73,Hamada Saeed (Mohamed El Ghoul),PLATE LOAD,17-12-25,,,,Bottom of excavation,G.73.A,G73-A4,B269G487,34.92,1,,1483.6,APPROVED AS NOTED,DONE,4,CEL,3,,,
88,Saturday,20-12-25,50085,73,Hamada Saeed (Mohamed El Ghoul),PLATE LOAD,17-12-25,,,,Bottom of excavation,G.73.A,G73-A4,B270G488,35.23,1,,824.5,APPROVED AS NOTED,DONE,4,CEL,3,,,
89,Saturday,20-12-25,50086,73,Al Shahd,PLATE LOAD,17-12-25,,,,Bottom of excavation,G.73.A,G73-A42,B9G17,30.14,1,,469.339,APPROVED AS NOTED,DONE,4,CEL,3,,,
90,Saturday,20-12-25,50087,73,Al Shahd,PLATE LOAD,17-12-25,,,,Bottom of excavation,G.73.A,G73-A42,B7G13,28.06,1,,815.75,APPROVED AS NOTED,DONE,4,CEL,3,,,
91,Monday,22-12-25,50088,73,Al Rehab Foundation,DPL,19-12-25,,,51.2,Bottom of excavation,G.73.A,G73-A10,BH 87,33,4,,1671.2,APPROVED AS NOTED,DONE,2,SAMA EGYPT,3,,,
92,Monday,22-12-25,50089,73,Al Rehab Foundation,DPL,19-12-25,,,50.6,Bottom of excavation,G.73.A,G73-A10,BH 88,34.2,4,,1616.8,APPROVED AS NOTED,DONE,2,SAMA EGYPT,3,,,
93,Monday,22-12-25,50090,73,Al Rehab Foundation,DPL,19-12-25,,,55.5,Bottom of excavation,G.73.A,G73-A10,BH 111,33,7,,3480.4,APPROVED AS NOTED,DONE,2,SAMA EGYPT,3,,,
94,Monday,22-12-25,50091,73,Al Rehab Foundation,DPL,19-12-25,,,60.1,Bottom of excavation,G.73.A,G73-A10,B279G505,34.41,2,,821.2,APPROVED AS NOTED,DONE,2,SAMA EGYPT,3,,,
95,Monday,22-12-25,50092,73,Al Rehab Foundation,DPL,19-12-25,,,51.3,Bottom of excavation,G.73.A,G73-A10,B279G506,33.71,2,,865.7,APPROVED AS NOTED,DONE,2,SAMA EGYPT,3,,,
96,Monday,22-12-25,50093,73,Al Rehab Foundation,DPL,19-12-25,,,52.4,Bottom of excavation,G.73.A,G73-A10,B280G507,33.15,2,,859.6,APPROVED AS NOTED,DONE,2,SAMA EGYPT,3,,,
97,Monday,22-12-25,50094,73,Al Rehab Foundation,DPL,19-12-25,,,52.6,Bottom of excavation,G.73.A,G73-A10,B280G508,32.6,2,,785.549,APPROVED AS NOTED,DONE,2,SAMA EGYPT,3,,,
98,Monday,22-12-25,50095,73,Hassan Allam,DPL,19-12-25,,,51.8,Fill,G.73.A,G73-A14,BH 126,33.5,23,,10835,APPROVED AS NOTED,DONE,2,SAMA EGYPT,3,,,
99,Monday,22-12-25,50096,73,Awlad Shaaban,DPL,17-12-25,,,50.9,Bottom of excavation,G.73.A,G73-A20,BH 70,29.5,9,,4222,APPROVED AS NOTED,DONE,2,SAMA EGYPT,5,,,
100,Monday,22-12-25,50097,73,Awlad Shaaban,DPL,19-12-25,,,51.5,Fill,G.73.A,G73-A20,BH 70,30,9,,4222,APPROVED AS NOTED,DONE,2,SAMA EGYPT,3,,,
101,Monday,22-12-25,50098,73,Awlad Shaaban,DPL,17-12-25,,,52.3,Bottom of excavation,G.73.A,G73-A20,BH 71,28.5,25,,12028,APPROVED AS NOTED,DONE,3,SAMA EGYPT,5,,,
102,Monday,22-12-25,50099,73,Awlad Shaaban,DPL,17-12-25,,,50.6,Fill,G.73.A,G73-A20,BH 71,29,27,,12028,APPROVED AS NOTED,DONE,3,SAMA EGYPT,5,,,
103,Monday,22-12-25,50100,73,Awlad Shaaban,DPL,19-12-25,,,55.5,Bottom of excavation,G.73.A,G73-A20,BH 72,29,26,,12539.11,APPROVED AS NOTED,DONE,3,SAMA EGYPT,3,,,
104,Monday,22-12-25,50101,73,El Gharably,DPL,18-12-25,,,60.1,Bottom of excavation,G.73.A,G73-A21,BH 74,29,23,,11321,APPROVED AS NOTED,DONE,2,SAMA EGYPT,4,,,
105,Monday,22-12-25,50102,73,Al Rehab Foundation,PLATE LOAD,18-12-25,,,,Bottom of excavation,G.73.A,G73-A10,B279G505,34.41,1,,821.2,APPROVED AS NOTED,DONE,4,CEL,4,,,
106,Monday,22-12-25,50103,73,Al Rehab Foundation,PLATE LOAD,18-12-25,,,,Bottom of excavation,G.73.A,G73-A10,B279G506,33.71,1,,865.69,APPROVED AS NOTED,DONE,4,CEL,4,,,
107,Monday,22-12-25,50104,73,Al Rehab Foundation,PLATE LOAD,18-12-25,,,,Bottom of excavation,G.73.A,G73-A10,B280G507,33.15,1,,839.58,APPROVED AS NOTED,DONE,4,CEL,4,,,
108,Monday,22-12-25,50105,73,Al Rehab Foundation,PLATE LOAD,18-12-25,,,,Bottom of excavation,G.73.A,G73-A10,B280G508,32.6,1,,785.549,APPROVED AS NOTED,DONE,4,CEL,4,,,
109,Monday,22-12-25,50106,73,Al Mostafa,PLATE LOAD,20-12-25,,,,Bottom of excavation,G.73.A,G73-A17,B123G222,31.43,1,,883,APPROVED AS NOTED,DONE,4,CEL,2,,,
110,Monday,22-12-25,50107,73,Al Mostafa,PLATE LOAD,20-12-25,,,,Bottom of excavation,G.73.A,G73-A17,B123G223,31.19,1,,1344,APPROVED AS NOTED,DONE,4,CEL,2,,,
111,Monday,22-12-25,50108,73,Ahmed Youssef,PLATE LOAD,18-12-25,,,,Bottom of excavation,G.73.A,G73-A37,B17G33,23.3,1,,1193,APPROVED AS NOTED,DONE,4,CEL,4,,,
112,Monday,22-12-25,50109,73,Ahmed Youssef,PLATE LOAD,18-12-25,,,,Bottom of excavation,G.73.A,G73-A37,B17G34,23.72,1,,1237,APPROVED AS NOTED,DONE,4,CEL,4,,,
113,Monday,22-12-25,50110,73,Al Shahd,PLATE LOAD,18-12-25,,,,Bottom of excavation,G.73.A,G73-A42,B8G16,25.76,1,,944.773,APPROVED AS NOTED,DONE,4,CEL,4,,,
114,Monday,29-12-25,50111,73,Benyan,PLATE LOAD,20-12-25,,,,Bottom of excavation,G.73.A,G73-A43,B14G27,30.77,1,,1262,APPROVED AS NOTED,DONE,4,CEL,9,,,
115,Monday,29-12-25,50112,73,Benyan,PLATE LOAD,20-12-25,,,,Bottom of excavation,G.73.A,G73-A43,B14G28,30.56,1,,1174,APPROVED AS NOTED,DONE,4,CEL,9,,,
116,Monday,22-12-25,50113,73,MAS,PLATE LOAD,18-12-25,,,,Bottom of excavation,G.73.A,G73-A28,B51G97,27.24,1,,1064,APPROVED AS NOTED,DONE,4,CEL,4,,,
117,Monday,22-12-25,50114,73,MAS,PLATE LOAD,19-12-25,,,,Bottom of excavation,G.73.A,G73-A28,B51G98,27.48,1,,1029,APPROVED AS NOTED,DONE,4,CEL,3,,,
118,Monday,22-12-25,50115,73,Al Salmi,PLATE LOAD,20-12-25,,,,Bottom of excavation,G.73.A,G73-A46,B10G19,26.66,1,,852,APPROVED AS NOTED,DONE,4,CEL,2,,,
119,Monday,22-12-25,50116,73,Al Salmi,PLATE LOAD,20-12-25,,,,Bottom of excavation,G.73.A,G73-A46,B10G20,24.77,1,,982,APPROVED AS NOTED,DONE,4,CEL,2,,,
120,Monday,22-12-25,50117,73,Target,PLATE LOAD,19-12-25,,,,Bottom of excavation,G.73.A,G73-A47,B5G9,26.7,1,,777.5,APPROVED AS NOTED,DONE,4,CEL,3,,,
121,Monday,22-12-25,50118,73,Target,PLATE LOAD,19-12-25,,,,Bottom of excavation,G.73.A,G73-A47,B5G10,27.09,1,,832,APPROVED AS NOTED,DONE,4,CEL,3,,,
